,Unnamed: 0,player_name,team,conf,GP,Min_per,Ortg,usg,eFG,TS_per,ORB_per,DRB_per,AST_per,TO_per,FTM,FTA,FT_per,twoPM,twoPA,twoP_per,TPM,TPA,TP_per,blk_per,stl_per,ftr,yr,ht,num,porpag,adjoe,pfr,year,pid,type,Rec Rank,ast/tov,rimmade,rimmade+rimmiss,midmade,midmade+midmiss,rimmade/(rimmade+rimmiss),midmade/(midmade+midmiss),dunksmade,dunksmiss+dunksmade,dunksmade/(dunksmade+dunksmiss),pick,drtg,adrtg,dporpag,stops,bpm,obpm,dbpm,gbpm,mp,ogbpm,dgbpm,oreb,dreb,treb,ast,stl,blk,pts,position,Unnamed: 65
30,23391,Adreian Payne,Michigan St.,B10,31,56.7,113.5,27.1,56.5,60.66,6.8,22.9,10.2,16.1,109,138,0.79,134,250,0.536,44,104,0.423,3.8,1.0,39.0,Sr,10-Jun,5.0,4.11945,130.155,3.7,2014,16825,all,95.8,0.65078975,74.0,104.0,60.0,146.0,0.7115,0.411,38.0,42.0,0.9048,15.0,96.6971,91.739,3.68035,170.629,5.16282,3.50668,1.65614,6.39284,28.0645,5.0434,1.34944,1.5484,5.7097,7.2581,1.3226,0.4839,0.9032,16.4194,Stretch 4,7.20749
31,24178,K.J. McDaniels,Clemson,ACC,36,82.4,111.4,28.5,50.5,56.65,8.8,15.9,12.7,16.0,154,183,0.842,167,317,0.527,42,138,0.304,8.9,2.3,40.2,Jr,5-Jun,32.0,4.53266,127.291,2.6,2014,22137,all,55.4,0.68671931,110.0,157.0,57.0,159.0,0.7006,0.3585,57.0,62.0,0.9194,32.0,89.9203,86.1852,4.97791,249.001,10.9635,4.07653,6.88702,12.3738,33.6667,7.23211,5.1417,2.3889,4.6944,7.0833,1.5833,1.1389,2.7778,17.0556,Stretch 4,7.57458
32,24799,Deandre Daniels,Connecticut,Amer,38,68.4,108.1,22.5,53.1,55.95,6.3,16.8,3.6,13.9,70,89,0.787,138,281,0.491,50,120,0.417,5.2,1.4,22.2,Jr,9-Jun,2.0,2.95755,117.267,3.3,2014,25301,all,96.6,0.3035896,74.0,117.0,64.0,163.0,0.6325,0.3926,22.0,24.0,0.9167,37.0,94.3576,89.8265,3.98459,214.774,3.3753,0.628241,2.74706,4.58198,29.0,2.72939,1.85259,1.4474,4.5526,6.0,0.4474,0.6842,1.4211,13.0526,Stretch 4,6.68246
33,25200,Cleanthony Early,Wichita St.,MVC,35,68.5,117.7,26.4,57.3,62.88,5.6,19.0,6.1,16.2,144,171,0.842,117,202,0.579,64,170,0.376,3.4,1.7,46.0,Sr,8-Jun,11.0,3.90102,128.731,3.5,2014,26859,all,,0.373139,76.0,101.0,41.0,101.0,0.7525,0.4059,19.0,20.0,0.95,34.0,91.1751,89.8207,3.7884,187.934,5.69725,3.82256,1.87469,8.53712,27.4857,6.42372,2.11339,1.2857,4.7143,6.0,0.7143,0.7714,0.8,16.2857,Stretch 4,10.8442
34,25608,Justin Anderson,Virginia,ACC,37,53.6,100.9,22.9,47.0,51.58,4.2,14.1,14.9,18.4,68,95,0.716,66,134,0.493,30,102,0.294,4.2,1.1,40.3,So,6-Jun,1.0,1.64221,109.756,2.9,2014,28488,all,90.2,1.05883632,38.0,59.0,28.0,74.0,0.6441,0.3784,9.0,11.0,0.8182,21.0,92.4161,87.8731,3.11072,135.667,5.60824,1.57329,4.03494,5.56389,21.5135,2.36992,3.19397,0.7027,2.5405,3.2432,1.4595,0.3514,0.7568,7.8378,Stretch 4,8.42972
35,25997,George King,Colorado,P12,27,10.5,78.8,20.7,33.3,41.06,4.1,28.1,6.7,23.3,15,23,0.652,7,19,0.368,4,20,0.2,0.7,1.6,59.0,Fr,5-Jun,24.0,-0.0909951,82.8552,3.8,2014,29633,all,,0.41674168,5.0,10.0,2.0,9.0,0.5,0.2222,0.0,0.0,,59.0,96.8487,92.6626,0.697705,31.3855,-4.81782,-5.49725,0.67943,-5.02908,5.4815,-5.17587,0.146794,0.1852,1.3333,1.5185,0.1852,0.1481,0.037,1.5185,Stretch 4,7.99789
36,26464,Jaron Blossomgame,Clemson,ACC,33,52.7,97.0,14.8,42.7,45.17,8.4,16.5,3.6,14.5,28,47,0.596,52,107,0.486,10,50,0.2,1.8,0.8,29.9,Fr,7-Jun,5.0,0.389628,92.5796,2.6,2014,30917,all,76.8,0.51993136,44.0,80.0,8.0,27.0,0.55,0.2963,8.0,9.0,0.8889,59.0,96.3415,92.3855,2.96813,124.388,0.638229,-1.00574,1.64397,0.237588,23.4545,-1.22267,1.46026,1.5758,3.3939,4.9697,0.3939,0.2727,0.3939,4.9091,Stretch 4,4.29108
37,27902,Pat Connaughton,Notre Dame,ACC,38,87.4,120.4,16.7,59.7,61.46,4.2,20.4,7.6,12.2,50,64,0.781,73,136,0.537,93,220,0.423,2.7,1.3,18.0,Sr,5-Jun,24.0,4.26054,120.506,2.2,2015,19805,all,80.8,1.29544868,51.0,91.0,22.0,45.0,0.5604,0.4889,11.0,13.0,0.8462,41.0,100.175,95.063,3.94591,241.158,7.38353,5.662,1.72153,6.90135,35.5526,5.87704,1.02432,1.0789,6.3421,7.4211,1.5,0.7105,0.9474,12.5,Stretch 4,10.0748
38,29431,Alec Peters,Valparaiso,Horz,31,79.0,124.7,23.6,58.7,62.21,7.6,18.0,9.1,12.2,87,103,0.845,101,204,0.495,77,165,0.467,1.1,1.4,27.9,So,9-Jun,25.0,4.7087,128.369,2.5,2015,29744,all,50.0,0.8571329,72.0,108.0,28.0,91.0,0.6667,0.3077,0.0,0.0,,54.0,94.8609,94.8679,3.5655,176.101,5.90853,5.33354,0.574991,8.5796,30.5588,7.616,0.963598,1.8824,4.7941,6.6765,1.2353,0.7059,0.3235,16.7647,Stretch 4,10.5543
39,30437,Keita Bates-Diop,Ohio St.,B10,33,23.2,117.1,18.0,57.0,58.8,4.9,18.9,9.5,13.3,19,28,0.679,26,54,0.481,18,39,0.462,6.7,2.0,30.1,Fr,7-Jun,33.0,1.11495,118.074,2.9,2015,33637,all,94.4,1.3079462,19.0,34.0,7.0,20.0,0.5588,0.35,3.0,4.0,0.75,48.0,91.2173,86.9556,1.3803,70.5637,6.44336,2.22131,4.22205,7.47394,9.9091,3.78106,3.69288,0.3939,1.6667,2.0606,0.5152,0.3333,0.5758,3.7879,Stretch 4,7.15267
40,31010,Kevin Hervey,UT Arlington,SB,30,54.3,96.3,19.7,44.1,47.41,9.8,19.9,7.0,18.0,35,48,0.729,47,95,0.495,29,110,0.264,1.4,1.6,23.4,Fr,7-Jun,25.0,0.802483,96.0552,3.9,2015,35331,all,,0.54760853,34.0,55.0,13.0,40.0,0.6182,0.325,11.0,11.0,1.0,57.0,99.9477,102.024,1.9118,134.555,-0.627277,-0.0403494,-0.586927,-1.18344,21.7097,-0.0192021,-1.16424,1.9032,4.0645,5.9677,0.7419,0.6129,0.2581,7.0968,Stretch 4,9.50323
41,31111,Daniel Hamilton,Connecticut,Amer,35,78.3,96.1,25.1,44.3,46.81,4.3,24.1,26.3,19.0,56,84,0.667,93,232,0.401,46,134,0.343,1.3,1.9,23.0,Fr,7-Jun,5.0,2.21694,105.803,3.1,2015,35659,all,96.8,1.58021858,30.0,47.0,63.0,183.0,0.6383,0.3443,6.0,6.0,1.0,56.0,91.7819,90.3193,4.02981,228.471,3.49244,1.06009,2.43234,3.77805,31.4286,1.80957,1.96848,1.0571,6.5714,7.6286,3.6571,0.9429,0.3714,10.8571,Stretch 4,7.86091
42,32391,Vince Edwards,Purdue,B10,33,64.7,115.8,18.2,54.6,57.38,8.8,12.1,21.2,18.8,41,52,0.788,81,139,0.583,29,89,0.326,1.5,0.8,22.8,Fr,7-Jun,12.0,2.89881,116.765,3.3,2015,47002,all,76.0,1.79996033,41.0,63.0,40.0,76.0,0.6508,0.5263,2.0,3.0,0.6667,52.0,103.834,97.0,2.83498,127.674,6.46716,5.07563,1.39153,6.10136,26.9394,4.73586,1.36549,1.9394,2.8788,4.8182,2.7273,0.3636,0.3939,8.7879,Stretch 4,6.25092
43,32470,Cameron Johnson,Pittsburgh,ACC,7,7.0,100.7,16.4,46.3,46.71,2.6,8.4,8.7,8.5,2,4,0.5,5,9,0.556,5,18,0.278,3.7,0.7,14.8,Fr,7-Jun,23.0,0.461394,95.4108,5.2,2015,52111,all,55.4,1.0,2.0,3.0,3.0,6.0,0.6667,0.5,0.0,0.0,,11.0,109.052,106.053,0.98426,12.54,0.641392,1.28466,-0.643269,-0.321602,14.375,-0.1789,-0.142702,0.25,0.875,1.125,0.5,0.125,0.375,4.5,Stretch 4,12.5092
