,Unnamed: 0,player_name,team,conf,GP,Min_per,Ortg,usg,eFG,TS_per,ORB_per,DRB_per,AST_per,TO_per,FTM,FTA,FT_per,twoPM,twoPA,twoP_per,TPM,TPA,TP_per,blk_per,stl_per,ftr,yr,ht,num,porpag,adjoe,pfr,year,pid,type,Rec Rank,ast/tov,rimmade,rimmade+rimmiss,midmade,midmade+midmiss,rimmade/(rimmade+rimmiss),midmade/(midmade+midmiss),dunksmade,dunksmiss+dunksmade,dunksmade/(dunksmade+dunksmiss),pick,drtg,adrtg,dporpag,stops,bpm,obpm,dbpm,gbpm,mp,ogbpm,dgbpm,oreb,dreb,treb,ast,stl,blk,pts,position,Unnamed: 65
10,6787,Klay Thompson,Washington St.,P10,30,86.7,102.3,29.2,48.7,53.73,4.0,13.3,15.0,19.8,129,161,0.801,118,263,0.449,73,204,0.358,2.2,2.4,34.5,So,6-Jun,1,4.0194,117.897,2.7,2010,8716,all,91.8,0.64078293,52.0,85.0,60.0,167.0,0.6118,0.3593,8.0,8.0,1.0,11.0,103.367,100.12,3.17592,192.948,2.79355,2.55868,0.234873,3.70424,35.2667,3.88801,-0.18377,1.1667,3.9,5.0667,2.2,1.4,0.7,19.4667,Wing G,11.4471
11,6896,Jimmy Butler,Marquette,BE,34,84.4,129.2,20.6,55.9,63.18,8.8,14.6,11.7,10.1,187,244,0.766,132,247,0.534,16,32,0.5,1.9,2.4,87.5,Jr,6-Jun,33,5.93009,135.113,2.3,2010,9284,all,,1.7435272,99.0,142.0,33.0,105.0,0.6972,0.3143,16.0,16.0,1.0,30.0,98.3587,92.9059,3.93696,207.61,9.37548,6.18613,3.18935,9.05711,34.2647,6.73916,2.31796,2.4118,3.9412,6.3529,2.0,1.3235,0.6176,14.6765,Wing G,1.71289
12,6962,Kim English,Missouri,B12,34,59.7,99.8,28.6,47.9,51.72,3.8,11.7,9.8,17.1,95,131,0.725,88,213,0.413,68,184,0.37,0.4,3.1,33.0,So,6-Jun,24,2.52445,114.966,2.8,2010,9696,all,74.8,0.54932474,34.0,66.0,54.0,147.0,0.5152,0.3673,1.0,1.0,1.0,44.0,93.6307,89.0773,3.10179,158.834,1.59417,1.74798,-0.153803,3.40266,24.0588,2.9748,0.427857,0.8529,2.5294,3.3824,1.1471,1.3235,0.0882,13.9706,Wing G,12.6428
13,7197,Xavier Henry,Kansas,B12,36,68.3,113.7,21.7,55.5,59.1,5.2,11.5,9.8,18.2,90,115,0.783,93,189,0.492,69,165,0.418,1.8,3.1,32.5,Fr,6-Jun,1,3.50784,121.52,2.7,2010,10527,all,99.0,0.76809101,60.0,90.0,33.0,99.0,0.6667,0.3333,17.0,17.0,1.0,12.0,94.3044,87.9117,3.68132,187.834,8.26661,5.41597,2.85064,7.97607,27.5,5.49854,2.47754,1.1944,3.1667,4.3611,1.4722,1.5,0.5,13.4167,Wing G,9.14942
14,7237,Orlando Johnson,UC Santa Barbara,BW,29,78.5,106.5,29.5,53.3,57.74,7.3,12.8,19.8,17.4,138,194,0.711,124,244,0.508,45,115,0.391,2.3,1.4,54.0,So,5-Jun,33,3.69448,118.395,3.0,2010,10632,all,,0.83749007,71.0,106.0,53.0,138.0,0.6698,0.3841,9.0,11.0,0.8182,36.0,99.0535,98.6335,3.03837,160.732,4.753,3.87305,0.879953,5.44228,31.5517,5.44274,-0.00045673,1.8621,3.5517,5.4138,2.3103,0.7241,0.5862,17.9655,Wing G,7.37974
15,7270,Glen Rice,Georgia Tech,ACC,34,44.6,103.2,16.6,50.0,51.04,7.8,9.7,16.0,22.2,24,43,0.558,38,94,0.404,25,57,0.439,2.7,3.2,28.5,Fr,5-Jun,41,1.26714,104.411,4.3,2010,10728,all,82.0,1.34140478,25.0,46.0,13.0,48.0,0.5435,0.2708,8.0,12.0,0.6667,35.0,93.459,88.9569,2.3901,127.208,7.42622,3.29711,4.12911,6.39217,18.4118,2.31885,4.07333,1.2647,1.7647,3.0294,1.6176,1.0294,0.4706,5.1471,Wing G,5.12373
16,7527,Jordan Hamilton,Texas,B12,34,49.2,106.9,23.5,50.7,51.6,5.3,13.8,13.5,15.9,37,64,0.578,65,141,0.461,58,159,0.365,1.6,2.2,21.3,Fr,7-Jun,23,2.23346,117.235,2.5,2010,11388,all,98.8,1.06380206,34.0,50.0,31.0,91.0,0.68,0.3407,5.0,5.0,1.0,26.0,94.8288,89.8191,2.5034,135.742,5.79782,4.33411,1.46371,6.93201,19.8824,5.43861,1.4934,1.0,2.7059,3.7059,1.4706,0.7941,0.3529,10.0294,Wing G,12.6264
17,7633,Solomon Hill,Arizona,P10,31,61.8,97.2,17.5,50.3,55.04,7.6,12.8,13.5,26.8,55,78,0.705,70,133,0.526,4,18,0.222,0.5,1.4,51.7,Fr,6-Jun,44,1.1889,98.3624,4.4,2010,11698,all,91.8,0.82537027,47.0,70.0,23.0,63.0,0.6714,0.3651,5.0,7.0,0.7143,23.0,104.206,98.5153,2.40132,131.538,1.75843,0.491045,1.26738,0.155969,25.3226,-0.462597,0.618565,1.5484,2.8387,4.3871,1.6774,0.6129,0.129,6.6774,Wing G,1.34001
18,8271,Lance Stephenson,Cincinnati,BE,34,67.6,99.3,26.0,46.2,49.35,7.3,14.0,19.1,19.5,79,119,0.664,146,295,0.495,16,73,0.219,0.7,1.9,32.3,Fr,5-Jun,33,2.57791,111.203,2.8,2010,13349,all,98.4,1.03702143,99.0,151.0,47.0,143.0,0.6556,0.3287,15.0,16.0,0.9375,40.0,99.2715,93.3915,3.1973,171.527,3.66146,1.66201,1.99945,4.56471,28.2353,2.87922,1.68549,1.8529,3.5,5.3529,2.4706,0.9118,0.1765,12.3235,Wing G,4.55624
19,8552,Marshon Brooks,Providence,BE,31,66.2,114.6,22.7,53.1,55.2,6.5,9.8,10.1,15.0,59,83,0.711,122,229,0.533,46,131,0.351,1.7,2.7,23.1,Jr,5-Jun,2,3.56973,123.363,3.5,2010,14026,all,40.8,0.84619052,79.0,124.0,43.0,104.0,0.6371,0.4135,12.0,13.0,0.9231,25.0,110.912,104.698,2.00324,145.326,4.28439,4.83275,-0.548355,5.04668,26.5806,5.29246,-0.245779,1.7742,2.3871,4.1613,1.4194,1.3226,0.5161,14.2258,Wing G,8.57458
