,pick,mp,oreb,dreb,treb,ast,stl,blk,pts
1522,1.0,33.2857,3.8571,10.5429,14.4,2.2857,1.1143,1.1714,22.6857
1525,,31.4839,2.4516,4.5484,7.0,0.6452,0.8387,1.6129,10.1935
1526,20.0,33.4571,2.1714,3.4857,5.6571,1.3714,1.1429,0.6857,18.2286
1527,,34.5556,1.2963,4.3333,5.6296,1.8889,1.2963,1.2222,19.6296
1542,,32.1481,0.6296,1.963,2.5926,2.1481,1.0741,0.037,17.1111
1551,,31.125,0.625,2.5,3.125,3.75,0.75,0.25,13.875
1553,,30.1515,0.7273,1.9394,2.6667,3.1515,1.6061,0.0606,14.0303
1557,,33.1471,0.8824,2.8824,3.7647,1.5882,0.5,0.1471,10.2647
1563,,37.4211,0.9211,4.3947,5.3158,4.9737,1.1842,0.0789,16.7105
1576,,35.8667,0.8,3.4667,4.2667,6.4667,1.3667,0.3,13.7
1578,,33.2812,1.75,6.7188,8.4688,0.875,0.9062,0.8125,12.5625
1585,,36.8889,1.1852,3.4074,4.5926,3.2593,2.4444,0.4444,19.2963
1588,,35.2333,0.5,3.6333,4.1333,1.7,0.9667,1.1,17.9
1593,,31.9062,0.5938,3.0625,3.6562,4.4375,2.1562,0.0625,15.625
1595,,31.7429,0.4,2.0,2.4,4.4857,0.9429,0.0286,6.9143
1602,,36.5882,1.3824,4.8235,6.2059,2.5882,0.8235,0.8529,19.0588
1605,,34.6053,0.7632,3.7632,4.5263,4.7895,1.5,0.3158,16.2632
1607,,33.2105,2.5263,5.1316,7.6579,1.1053,0.8158,0.7105,12.5
1614,,34.2941,1.0,2.7647,3.7647,1.7059,0.7941,0.2941,10.5882
1617,,30.7647,0.2353,2.2353,2.4706,2.7059,0.9118,0.1176,10.1765
1620,,30.7778,0.3333,1.8148,2.1481,1.5185,0.3704,0.0741,12.8148
1622,,30.2917,0.9167,2.4167,3.3333,1.375,0.875,0.0417,12.3333
1629,,32.5484,1.5161,5.7742,7.2903,1.6452,0.4839,0.5161,13.129
1633,,32.1714,2.7429,4.7429,7.4857,0.8571,1.2571,0.6857,13.6286
1638,,30.5625,3.7188,5.7188,9.4375,1.7188,0.3438,1.875,14.4062
1640,,31.8387,0.7097,3.4194,4.129,2.8065,1.3871,0.0323,14.2903
1647,,33.0417,0.9167,3.2917,4.2083,4.5,1.0833,0.1667,12.9167
1656,42.0,33.1429,2.1714,3.7714,5.9429,1.7143,1.2857,0.2857,17.1429
1662,,35.2857,1.7857,2.9286,4.7143,2.5357,1.5357,0.25,15.25
1663,,35.2963,0.6296,2.8889,3.5185,1.6667,0.5185,0.0741,14.9259
1664,,35.0294,1.0588,4.7353,5.7941,2.8824,1.5,0.1471,19.4706
1673,,36.8857,0.8286,2.0857,2.9143,2.8,1.3714,0.0286,16.6
1677,,30.5,0.8125,3.5312,4.3438,0.7188,0.4062,0.5938,10.5625
1690,46.0,31.1111,0.5,2.0,2.5,1.8611,0.7222,0.3056,16.7222
1692,,30.9,2.7333,4.7,7.4333,1.1333,1.0333,1.9,12.6333
1693,,34.0882,1.6176,2.8824,4.5,5.4706,1.4706,0.1471,8.0882
1701,10.0,33.3125,0.5312,2.4375,2.9688,4.0938,1.5625,0.0938,16.3438
1703,,33.9375,0.6875,3.2812,3.9688,3.25,1.375,0.2188,17.9062
1721,,30.6786,0.6786,2.8929,3.5714,1.9286,2.3214,0.3214,5.0
1722,,32.7143,1.5,3.8929,5.3929,2.0714,0.7857,0.0714,15.3929
1725,,31.8286,0.8,2.6571,3.4571,1.3714,0.7714,0.7143,10.4
1727,,34.6452,1.129,4.4516,5.5806,2.7097,0.7419,0.2258,11.2581
1728,,34.6129,0.3226,3.1935,3.5161,2.5161,1.2903,0.0323,14.0645
1731,,30.1111,2.2778,5.7778,8.0556,1.1111,0.7222,2.0,16.6667
1739,,35.871,0.5161,3.7419,4.2581,3.5161,1.0,0.0323,11.4839
1741,,33.0,0.9655,3.4138,4.3793,3.1034,1.0345,0.2759,14.9655
1747,,36.4,2.7667,4.5667,7.3333,2.1333,1.6667,0.6333,9.2333
1749,52.0,34.2647,3.5,8.2941,11.7941,2.0588,0.9118,0.9118,23.2941
1777,,31.6,2.3667,4.1333,6.5,1.7,1.0333,1.3,10.6
1791,,34.1176,1.2353,4.6176,5.8529,5.3529,3.0882,0.2059,11.2353
1799,,34.3438,0.5938,1.875,2.4688,4.9688,0.9062,0.0,10.0
1801,,32.5333,0.2,1.4,1.6,1.7333,0.6,0.1333,14.2667
1804,,33.2308,2.7692,6.6154,9.3846,0.6923,0.4615,0.0,15.1538
1808,,34.8333,0.6667,3.0,3.6667,4.4333,1.5667,0.0667,15.2333
1810,,35.8148,2.1852,3.7037,5.8889,1.0741,1.7407,0.1481,16.2963
1812,56.0,39.3438,3.9375,7.875,11.8125,1.0,0.8125,1.75,19.1562
1816,,34.4839,0.9032,4.6129,5.5161,2.5806,1.2581,0.3871,14.2903
1818,,37.3667,0.2667,4.6,4.8667,5.1667,1.3333,0.0667,9.6667
1819,,30.2667,2.4,3.4667,5.8667,1.3667,0.6333,0.3667,13.7
1820,,33.1935,1.3226,3.4516,4.7742,5.2903,1.3871,0.2903,5.7419
1823,,35.2069,1.5172,3.9655,5.4828,3.6207,1.6897,0.069,12.0345
1835,,30.2432,0.8108,2.1351,2.9459,1.8108,1.8108,0.2973,17.5135
1841,,33.9333,0.7333,1.8667,2.6,0.9667,0.4,0.1333,10.7667
1847,43.0,31.8857,2.0286,3.4571,5.4857,2.1429,1.6,0.3714,21.1143
1852,,30.9688,3.0625,3.6875,6.75,1.5,0.7812,0.6875,11.375
1855,,33.0667,0.2667,3.5,3.7667,1.9333,1.3,0.0667,11.5333
1856,,32.9706,1.7941,4.9706,6.7647,4.4706,1.2647,0.5294,16.4706
1861,,33.1,0.6333,2.7667,3.4,3.8667,1.4667,0.6667,12.0
1862,,33.1786,2.1786,5.5357,7.7143,2.1071,1.1071,0.6071,17.3929
1863,45.0,33.3333,0.8611,4.4722,5.3333,6.4167,1.8889,0.1667,17.1667
1864,,35.0667,0.3667,2.1667,2.5333,1.9333,0.9333,0.0667,16.9333
1865,,37.069,1.0,3.0345,4.0345,2.6552,0.8276,0.7241,16.5517
1866,,31.4643,2.3929,4.1071,6.5,2.5,1.0,0.1429,12.3929
1868,,37.9714,0.5714,2.2286,2.8,8.0286,1.3714,0.2286,13.3714
1870,,30.1923,3.0,5.2308,8.2308,1.1538,0.8077,0.3077,9.1923
1871,,31.5357,0.2143,2.5714,2.7857,3.0,0.9286,0.1071,11.4286
1888,,30.9333,0.9333,1.7333,2.6667,1.3667,0.8,0.0,15.0
1893,,35.3125,1.0312,2.5625,3.5938,4.7812,1.9688,0.0625,16.0
1903,,32.0294,2.0294,3.4412,5.4706,1.4412,0.7647,0.2941,10.9706
1924,,31.8182,0.697,3.3939,4.0909,3.4848,1.5152,0.1212,13.6667
1925,,36.8182,0.5758,3.0303,3.6061,4.5455,0.9394,0.0303,13.1818
1928,,32.6471,2.0,4.9706,6.9706,1.2647,0.9706,0.4412,15.1176
1931,,30.0645,2.0,4.5161,6.5161,2.2258,0.9032,0.4839,10.7097
1935,,32.5588,2.0588,3.7059,5.7647,3.3529,0.7353,0.2059,17.3529
1937,,30.5714,1.25,1.8571,3.1071,1.8929,0.3929,0.0714,8.5357
1942,,33.7027,0.7297,4.4054,5.1351,6.3784,1.4324,0.4595,5.6216
1944,,30.3,2.7,5.8,8.5,1.5,1.0,1.7,13.3
1946,,35.6,2.0333,3.0,5.0333,2.2,2.3333,0.3333,19.7
1953,,30.4815,2.4444,4.963,7.4074,1.3704,1.0,1.2593,14.2222
1955,29.0,36.5429,0.8,3.1143,3.9143,2.9143,1.8,0.4286,21.4571
1964,,37.5455,1.2424,6.9697,8.2121,1.3636,1.4242,0.697,15.9091
1968,3.0,35.8286,1.3714,4.2,5.5714,4.2286,1.6857,0.3143,20.1143
1969,,31.6129,0.2258,2.9032,3.129,2.7419,1.129,0.0323,10.0
1974,,34.3333,0.9394,2.3636,3.303,1.5758,0.8485,0.0,17.7879
1982,,30.931,1.1379,3.2759,4.4138,1.2414,0.5172,0.4828,13.3793
1983,,33.25,0.8929,2.6071,3.5,2.6071,1.2857,0.0714,14.1786
1987,,34.0968,0.871,3.0,3.871,4.129,1.0968,0.1613,7.7419
1988,,33.3478,0.6957,1.7826,2.4783,4.3913,2.2609,0.087,15.3043
1991,,31.9143,0.8,3.0,3.8,1.8857,1.2857,0.2857,12.2571
1996,21.0,32.7419,1.6774,7.9355,9.6129,1.3871,0.5161,0.9677,20.4839
2002,,36.0667,0.2667,3.1333,3.4,4.6,1.0,0.2,7.8333
2010,14.0,33.5588,2.7059,6.5882,9.2941,1.9412,0.6176,2.0588,17.9118
2011,,30.8,0.8571,2.2286,3.0857,1.1429,0.3714,0.4857,12.1714
2015,,32.2727,0.6364,2.5455,3.1818,2.8485,1.4848,0.0303,12.0909
2023,,30.8108,0.5676,2.5676,3.1351,2.7568,1.3243,0.2162,12.7568
2030,,33.4412,0.5294,2.0,2.5294,4.8529,1.3529,0.0294,8.9412
2035,,31.3214,0.3571,2.0714,2.4286,2.6786,0.6429,0.0714,8.3571
2043,,32.3226,2.0968,4.4194,6.5161,0.4516,0.7742,0.8387,9.7097
2052,,31.2778,0.5833,2.4167,3.0,3.8889,1.3056,0.7778,8.6389
2054,48.0,30.0278,2.2778,3.5556,5.8333,1.3333,1.3056,1.0,9.6111
2055,,37.6857,0.4,1.8286,2.2286,1.3143,1.3429,0.1143,16.5714
2057,,31.9211,0.6842,1.4211,2.1053,4.6316,1.0263,0.1579,14.7105
2066,,33.5938,1.125,2.6875,3.8125,1.375,1.0625,0.0312,15.5312
2067,41.0,34.3611,0.5278,2.8611,3.3889,1.75,1.3333,0.1389,23.7222
2068,,35.1143,0.5429,2.3429,2.8857,4.9714,1.1143,0.0,18.8857
2070,,30.8,1.1429,2.6571,3.8,2.6,1.1429,0.2286,10.0571
2080,,34.871,1.0645,3.8065,4.871,4.3226,1.3871,0.1935,14.2903
2083,,34.2759,0.6897,3.8966,4.5862,2.3448,0.6897,0.8621,14.5172
2086,,33.0,0.5294,1.7647,2.2941,2.2353,0.7647,0.5294,18.1176
2095,,31.2308,0.6923,3.8846,4.5769,2.7692,1.1923,0.5,14.0385
2101,,37.0714,1.8214,3.0714,4.8929,2.4643,1.6429,0.1071,19.3214
2105,,30.9355,0.2903,1.7419,2.0323,2.7742,0.9677,0.0,9.6129
2108,,33.3548,1.4839,3.6452,5.129,2.1935,1.3548,0.5161,15.2903
2111,,34.1724,0.7586,1.5517,2.3103,1.7931,1.2759,0.0,7.7931
2112,,30.4643,1.4643,4.6786,6.1429,2.6786,0.6786,0.8929,12.3571
2114,,34.0909,1.9091,2.9091,4.8182,2.0,2.0909,0.2424,21.4545
2118,,31.7692,2.1154,4.3077,6.4231,1.2308,0.8846,2.6154,12.8846
2122,,34.2,0.3714,1.5714,1.9429,3.0571,1.0857,0.3429,15.7429
2123,,34.6667,0.8333,2.6667,3.5,3.0,0.6667,0.1667,15.5
2126,,31.303,1.6061,2.9697,4.5758,1.5455,0.7576,1.0606,12.6667
2127,,30.4242,1.8182,4.8485,6.6667,2.4545,0.9091,0.4848,8.1818
2130,,33.0938,3.7188,7.5,11.2188,0.625,1.6562,1.7188,14.0625
2131,,31.04,0.64,2.68,3.32,1.12,0.88,0.0,11.96
2132,,30.1481,2.0,4.8148,6.8148,2.0741,0.7407,0.1481,17.963
2133,,40.0667,0.3333,2.8333,3.1667,5.9333,0.9333,0.0333,12.5667
2134,,35.6452,0.6129,2.5806,3.1935,2.7097,1.3226,0.2581,14.3226
2135,,31.2381,1.8571,2.8095,4.6667,0.7619,0.7619,0.7619,11.0952
2136,,32.4706,0.8824,3.3235,4.2059,3.2353,0.4118,0.3235,8.9706
2141,,34.0968,1.6129,4.3548,5.9677,2.3548,1.6774,0.3548,16.9677
2143,,34.5455,1.0303,2.1212,3.1515,4.0606,1.8788,0.0303,14.9091
2149,,35.5172,2.2414,4.9655,7.2069,1.6207,0.931,0.1724,15.2414
2153,,33.3793,1.7241,4.0,5.7241,0.5517,0.7931,0.069,11.1724
2157,,39.8387,2.5484,6.1935,8.7419,1.9677,1.2903,0.6452,19.9677
2163,,38.6774,0.4194,2.9677,3.3871,4.9355,0.9355,0.129,18.4194
2167,,30.7647,2.2941,3.3824,5.6765,1.4412,0.6765,0.8235,15.4706
2170,,31.1765,1.9412,3.5882,5.5294,0.5588,1.2059,0.3235,16.6471
2171,,32.4706,0.6176,1.7941,2.4118,7.4412,0.8235,0.0588,10.9118
2184,,32.4483,0.3793,2.5172,2.8966,1.5172,1.2759,0.1724,18.069
2190,,34.5625,1.3125,3.875,5.1875,3.0625,1.7812,0.2188,10.4062
2198,,30.4167,2.1944,5.1111,7.3056,1.6944,1.8333,0.5278,14.0
2202,34.0,32.7188,0.8125,2.75,3.5625,4.2188,0.875,0.1875,15.2812
2207,,34.0909,0.2727,1.2727,1.5455,4.0,2.4545,0.0,19.6364
2216,,36.3448,0.5517,1.7241,2.2759,1.6207,1.1379,0.1379,18.8276
2232,,30.7059,0.7353,2.3235,3.0588,1.9412,1.6471,0.1471,8.6176
2236,,30.4138,0.5517,2.3448,2.8966,6.2759,0.7586,0.069,12.2414
2249,,31.4483,1.069,2.9655,4.0345,5.931,2.0,0.1724,10.2759
2255,,32.7273,2.8485,6.1515,9.0,2.5455,2.0303,2.6667,16.0909
2256,,33.3333,1.2424,2.6061,3.8485,2.0606,0.7879,0.1515,14.4848
2259,,35.4828,0.6552,2.1379,2.7931,3.3793,1.1379,0.0345,16.8966
2269,28.0,33.6765,0.9706,1.4706,2.4412,2.3824,1.2059,0.1471,13.5588
2271,,34.0286,1.2286,3.2,4.4286,4.7714,1.1714,0.1429,10.8
2281,,31.4286,0.3214,2.2143,2.5357,3.1071,1.75,0.0357,6.6786
2282,,36.3714,0.3714,2.1429,2.5143,4.5714,1.4857,0.0857,15.6571
2285,,35.7143,0.381,2.8095,3.1905,5.3333,1.2857,0.0952,12.5238
2291,,31.4,0.6333,2.0667,2.7,4.0667,1.0333,0.0,10.4
2294,,30.1212,2.6061,4.4242,7.0303,0.8788,0.5758,0.3333,9.1212
2304,,32.0968,0.4839,1.871,2.3548,3.6129,1.129,0.0968,10.6452
2329,,31.2414,1.8621,2.7241,4.5862,2.3103,1.7586,0.5172,14.931
2356,,30.0909,0.7273,3.2121,3.9394,2.2424,1.2424,0.1212,8.6061
2375,,31.5357,2.1429,3.1071,5.25,4.3929,1.1786,0.1429,6.6071
2380,,36.1724,2.5172,5.4483,7.9655,1.6207,1.2414,0.7931,14.5862
2381,,32.1034,1.2069,3.4483,4.6552,4.1379,1.7586,0.0345,12.8621
2387,,32.0968,0.6452,2.9032,3.5484,3.7742,2.3871,0.0645,6.5161
2403,,31.5385,0.5385,2.0,2.5385,2.5385,1.2308,0.0,15.4615
2437,,34.5938,0.8125,4.1875,5.0,5.9375,1.6562,0.1875,16.2812
2449,,30.4483,1.3448,3.1724,4.5172,1.0,0.8276,0.3448,11.4483
2461,,31.4667,0.4333,1.4333,1.8667,1.0667,0.9,0.0333,12.2
2476,,35.4333,2.1,4.2333,6.3333,3.1667,1.1333,0.6,12.9333
2482,,31.5714,0.6571,2.1143,2.7714,2.4857,1.3143,0.2571,10.9143
2576,,30.9677,0.2258,2.3226,2.5484,2.7742,0.6452,0.1613,11.0
2586,,30.8065,0.2903,2.0,2.2903,4.6129,1.0968,0.0968,11.2903
2588,,32.5484,0.9355,2.7742,3.7097,4.0968,1.5484,0.0968,9.8065
2597,,31.0667,0.2333,1.8333,2.0667,4.0,1.2,0.1667,12.2667
2606,9.0,33.3714,2.4,3.3429,5.7429,1.4571,0.8857,0.3714,13.8571
2609,,31.7742,0.7742,2.9032,3.6774,2.6452,0.5484,0.1613,13.9355
2638,7.0,30.9032,2.0,4.5484,6.5484,2.5484,1.8387,1.4516,12.6774
2706,,34.1786,1.6786,4.3571,6.0357,2.7857,1.0,0.1071,16.5714
2710,,30.4706,1.8235,4.2941,6.1176,3.8235,1.4118,0.1471,13.3235
2713,,31.9667,2.2333,2.6333,4.8667,1.3333,1.5,0.1,9.6667
2729,,35.4,0.8667,2.5333,3.4,5.3333,1.0333,0.1,13.3
2745,10.0,34.6061,1.8182,4.303,6.1212,1.8485,1.7273,1.0,14.2424
2748,,33.9688,0.9688,2.8125,3.7812,2.2188,0.8125,0.3125,10.7812
2776,,34.3714,3.5714,5.7429,9.3143,2.6571,2.4,0.4857,13.8
2781,,30.0357,0.3214,2.5,2.8214,3.0,1.4643,0.0,15.3214
2802,16.0,32.9062,1.9062,5.5312,7.4375,1.375,0.7188,0.6875,16.6875
2845,,32.0882,1.0588,3.0294,4.0882,2.6765,1.2059,0.1176,14.9412
2856,,32.7742,0.8387,2.9677,3.8065,4.1935,1.0323,0.0645,10.2903
2865,,32.4194,0.4194,1.4516,1.871,1.5484,0.9032,0.0968,11.4194
2877,,33.5152,0.7273,3.1818,3.9091,2.4848,0.7273,0.0606,13.1212
2914,,32.5,3.3,4.7667,8.0667,0.9333,0.8333,0.3667,16.0333
2944,,33.2903,0.6129,2.6129,3.2258,2.4516,1.2581,0.0645,11.0645
2961,9.0,33.1613,1.4839,5.0,6.4839,2.0,1.4839,0.9677,13.0645
2963,34.0,31.129,1.2903,3.1935,4.4839,3.4839,1.129,0.0323,11.7097
2980,,30.8182,0.3636,2.3636,2.7273,3.1212,0.4242,0.0606,11.6364
2983,,31.9667,1.1,2.0333,3.1333,0.8,0.3667,0.1,10.0
2985,,32.4375,1.2188,2.25,3.4688,1.4062,1.0625,0.1875,16.1562
2991,,30.9643,1.1429,3.5357,4.6786,1.9286,1.8571,0.1429,13.7857
3008,,32.8125,1.6562,5.5,7.1562,1.8125,0.9375,0.2812,14.75
3017,,32.3871,0.7742,2.6774,3.4516,2.3226,1.1613,0.1613,10.3548
3033,,31.871,0.8387,3.4516,4.2903,2.5161,0.7742,0.1935,11.7742
3034,,33.5806,2.1935,5.6129,7.8065,1.7097,1.4839,0.3548,18.4839
3035,,35.2903,0.2903,2.9677,3.2581,6.2258,1.4839,0.1613,23.2258
3041,,30.8438,0.4375,1.8125,2.25,4.3438,1.375,0.0312,5.8438
3068,,30.2069,0.5862,2.4828,3.069,3.931,1.3103,0.1379,10.8621
3094,,32.2,0.6,2.0667,2.6667,2.2667,0.7333,0.0,10.0
3100,17.0,31.6452,0.7097,3.1935,3.9032,4.9677,2.0645,0.1935,10.6452
3113,,31.8571,0.7429,2.8857,3.6286,4.1714,1.4571,0.0286,11.0
3127,,30.1154,0.2692,1.9231,2.1923,3.4231,0.7692,0.2308,8.6154
3149,,35.0645,3.5484,6.9032,10.4516,2.2581,0.4516,0.129,13.7097
3165,54.0,31.3333,0.5,1.7222,2.2222,3.1389,1.1389,0.0556,14.5833
3170,,31.0909,1.7576,3.5455,5.303,1.0909,0.697,1.0909,10.2424
3191,,35.6207,0.4483,1.1034,1.5517,1.8276,0.931,0.1034,11.1379
3200,,32.0333,4.1333,7.4,11.5333,1.1,0.7667,1.5667,16.1667
3211,,30.0968,0.6129,1.9032,2.5161,3.4516,0.871,0.0,15.1935
3213,,30.1111,0.7037,2.2963,3.0,2.0741,0.5185,0.1481,13.8889
3278,,34.5161,0.6774,2.5161,3.1935,1.871,0.8387,0.0645,15.7419
3280,,32.4839,2.1935,4.9355,7.129,1.1935,0.4839,0.1935,9.6774
3295,,32.037,0.5185,2.2963,2.8148,3.1111,0.6667,0.1852,17.8148
3297,,35.5161,1.9032,4.4839,6.3871,1.0645,1.8065,0.4194,19.7097
3298,,34.25,0.75,1.6875,2.4375,2.5938,1.0625,0.0,15.0312
3335,,32.8276,1.6897,3.7931,5.4828,5.931,1.1379,0.1034,14.8276
3339,,31.25,1.25,0.75,2.0,1.5,1.5,0.0,8.5
3347,,35.931,2.6207,3.2414,5.8621,1.7586,1.2069,0.4483,16.7586
3354,,34.4286,0.8214,2.5,3.3214,4.1429,1.8571,0.0,12.6429
3358,,36.3226,0.3871,1.871,2.2581,2.1935,0.9032,0.0968,13.9032
3368,,30.963,0.8889,2.8519,3.7407,3.7407,0.7407,0.037,11.4444
3371,,30.1739,0.7391,1.8696,2.6087,4.1739,0.7391,0.0435,5.4348
3387,,32.3125,0.8125,2.5625,3.375,2.625,1.1875,0.125,10.125
3412,,30.7,0.8,2.8667,3.6667,1.0333,0.3667,0.1,8.3333
3415,,33.5556,0.4815,2.1481,2.6296,2.963,0.6296,0.0,7.2963
3441,,30.4483,0.3793,2.1724,2.5517,1.1034,1.3448,0.2069,11.931
3468,,33.2308,0.6154,3.0769,3.6923,3.9231,1.0769,0.1538,13.0769
3491,,30.6129,2.3548,4.3871,6.7419,1.3871,0.7419,1.2903,15.6774
3502,,30.1333,1.7,3.4,5.1,2.6333,2.6,0.5333,18.4
3508,,32.9259,1.4815,3.6667,5.1481,3.5556,1.2593,0.2222,17.0741
3540,11.0,33.0909,0.8182,3.3636,4.1818,1.8788,0.9091,0.6061,12.5455
3547,,32.0645,1.1935,3.5161,4.7097,2.3871,1.0323,0.3871,14.0968
3570,,31.7143,1.2857,2.75,4.0357,3.4643,0.8571,0.1786,10.3571
3594,,31.2609,2.0,4.087,6.087,1.3043,0.5217,0.087,16.2174
3615,,30.625,0.4688,3.0938,3.5625,1.5938,0.2812,0.0625,11.8125
3618,,30.6071,0.9286,3.1429,4.0714,3.3571,0.7857,0.4643,9.0714
3673,,32.7,0.4333,2.7667,3.2,1.9667,1.4,0.4333,12.0
3715,,34.5667,0.3333,3.2,3.5333,2.9667,0.4333,0.0667,12.1667
3723,,31.1429,0.6071,2.75,3.3571,4.9643,1.4643,0.1071,8.0714
3732,,30.2581,0.5484,4.8065,5.3548,1.4839,0.871,0.4194,13.4839
3741,,32.7812,2.6562,5.5312,8.1875,2.375,2.3438,0.0,19.375
3752,,30.5806,0.7097,2.3871,3.0968,3.7097,1.0645,0.0323,11.0323
3757,,33.0645,0.6774,3.3548,4.0323,4.5806,1.129,0.2581,11.3548
3770,,30.6333,0.4667,1.9667,2.4333,2.6333,1.4,0.1667,14.5
3771,,33.4667,0.9667,3.1,4.0667,1.8667,0.6667,0.4333,11.7667
3792,43.0,30.1714,2.6571,5.1429,7.8,2.6571,0.8286,0.7143,10.4857
3803,,31.6154,0.3846,2.0769,2.4615,3.1538,0.3846,0.0,10.3846
3839,,32.5517,0.5172,2.2759,2.7931,3.4828,0.8276,0.1724,12.7241
3888,,30.1429,1.5714,3.7143,5.2857,3.2143,1.1786,0.3214,11.0
3898,,30.3714,0.8286,2.1429,2.9714,2.6286,1.2286,0.1429,6.5429
3905,,31.3,0.5,3.0333,3.5333,2.0667,0.6,0.0667,6.6
3933,,33.3929,0.6071,1.3214,1.9286,2.3929,1.2143,0.0,11.2143
3945,,36.9677,0.6129,2.7097,3.3226,7.1935,1.4839,0.1613,9.0323
3956,,30.2143,1.4643,4.3571,5.8214,0.6071,0.6429,0.25,13.6429
3964,,30.0333,3.5,6.3,9.8,0.9,0.9667,1.3,15.4667
3968,,32.9091,0.7727,2.7727,3.5455,1.5909,0.9091,0.0,12.4545
3975,,33.5806,0.9355,2.871,3.8065,3.1935,1.2903,0.0645,16.4839
3983,,34.3333,1.0,3.3333,4.3333,3.3333,0.3333,1.6667,14.0
3993,,31.1538,0.7692,2.6538,3.4231,1.6154,1.8077,0.0769,13.7308
4007,,32.697,1.1818,3.6061,4.7879,3.2424,1.1212,0.0606,11.7273
4010,,33.3,0.4333,2.9,3.3333,1.6333,1.1333,0.0333,12.1
4026,,33.7667,2.7,6.4667,9.1667,2.5333,1.5,0.6,14.7667
4046,,31.5,1.2143,4.2143,5.4286,2.4643,1.5714,0.1071,16.6429
4057,,32.7333,2.5333,4.6667,7.2,1.3333,0.3333,0.2,11.4667
4060,,30.3929,1.4286,2.5714,4.0,2.75,1.6429,0.0714,7.6429
4068,,31.0385,0.3462,1.7692,2.1154,1.2308,0.8846,0.1538,12.3846
4070,,32.871,0.3226,1.7097,2.0323,3.0323,1.4516,0.0323,11.4194
4075,,37.2667,0.5,2.6,3.1,3.9667,1.2,0.0667,15.1
4098,,34.4828,1.4138,3.2759,4.6897,1.3793,0.7241,0.5862,13.4138
4101,,30.3,0.2,2.0333,2.2333,2.3,0.8,0.0,8.3333
4104,,33.2174,0.7391,4.1304,4.8696,2.087,2.087,0.3913,12.087
4110,,34.9286,1.1071,3.1071,4.2143,2.3929,1.4643,0.0357,12.6071
4136,,30.2273,0.4091,2.1364,2.5455,1.4545,0.9091,0.0455,12.9545
4147,,36.0,0.4828,2.7241,3.2069,1.1034,0.7931,0.2069,13.3448
4150,,35.7241,0.4828,1.7931,2.2759,2.8966,1.0,0.0,7.7931
4159,,31.25,1.1429,2.75,3.8929,3.7143,2.0,0.0714,16.7143
4162,,34.0714,2.1786,3.5714,5.75,1.4643,0.5714,1.5714,16.4643
4167,,32.5172,1.1379,4.5862,5.7241,1.2414,1.1379,0.2759,13.4138
4170,,32.7097,1.0323,2.6774,3.7097,2.7742,0.7742,0.1935,10.8387
4173,,33.5172,3.069,5.3448,8.4138,1.7241,1.4483,0.9655,14.9655
4174,,35.1034,0.6897,3.0,3.6897,2.1379,1.4828,0.8621,9.8621
4215,,37.6774,0.7097,3.6774,4.3871,2.2258,1.2581,0.2581,19.9677
4217,,35.5,2.2333,3.3,5.5333,1.0667,1.7667,0.3333,18.1
4218,,32.9355,0.2903,2.7419,3.0323,3.7742,1.0968,0.0968,12.4839
4219,,31.0714,1.7857,4.6429,6.4286,1.2143,1.1071,1.4643,10.4286
4277,,34.6429,0.6429,2.0714,2.7143,4.7143,1.1786,0.1071,15.3214
4302,,32.96,0.4,1.96,2.36,4.24,1.2,0.04,10.6
4304,,32.1667,0.5667,2.6667,3.2333,3.6,1.2333,0.0333,10.8667
4309,,30.625,3.5,6.4688,9.9688,1.625,1.125,0.6875,12.125
4322,,30.0323,1.6452,2.6774,4.3226,0.6129,0.871,0.1935,10.7097
4340,,32.8056,0.1111,1.7778,1.8889,3.0556,1.1389,0.0,12.6111
4343,,31.9333,3.1667,4.0667,7.2333,0.5667,1.6333,1.0667,9.3333
4348,,31.2121,0.7576,2.1515,2.9091,2.6364,0.8182,0.0909,11.3939
4376,,34.3667,0.7333,2.2333,2.9667,2.7,1.1,0.0,13.5667
4383,52.0,31.6765,0.5882,2.9706,3.5588,4.7059,0.6471,0.0,14.5882
4384,,34.75,1.1071,2.8571,3.9643,3.0,1.6071,0.0357,13.3571
4393,,34.7667,1.2,3.4,4.6,0.7667,0.4,0.9667,12.4667
4394,,37.6774,1.1935,5.3548,6.5484,2.129,1.1935,0.129,17.8065
4403,,34.5484,0.8387,3.0323,3.871,2.0,0.6452,0.0968,18.5484
4404,,34.25,0.875,2.6875,3.5625,3.6875,2.75,0.0625,11.875
4405,,37.4231,0.4615,3.5,3.9615,3.0,0.9231,0.2692,23.0385
4409,55.0,33.9583,0.4583,1.8333,2.2917,3.7917,2.2083,0.2083,18.625
4411,,30.4444,2.2222,3.5926,5.8148,0.7778,0.4815,0.4815,12.8148
4413,31.0,32.5429,2.4857,5.7143,8.2,0.8857,0.4857,0.8571,14.5429
4418,,32.28,0.36,2.48,2.84,2.36,0.88,0.04,11.84
4419,,35.0303,0.8788,3.5455,4.4242,3.4848,2.1212,0.1515,16.0909
4420,,30.4138,0.6897,3.6552,4.3448,3.8276,1.0345,0.1379,10.3103
4427,,30.36,0.48,1.92,2.4,3.56,1.48,0.08,12.92
4430,,33.6071,0.6786,2.75,3.4286,1.0714,1.0714,0.0714,15.8214
4432,,36.2692,2.3462,3.5769,5.9231,1.2308,1.2692,0.4615,17.8846
