pick,player_name,oreb,dreb,treb,ast,stl,blk,pts
,Jordan Threloff,2.8667,4.4667,7.3333,0.3667,0.3667,0.7,8.3333
,Fletcher Larson,0.4231,1.1538,1.5769,0.4615,0.1154,0.2308,2.2308
,Derrell Robertson,0.6667,0.75,1.4167,0.1667,0.0417,0.4583,1.4583
,Justin Harris,3.0,3.4333,6.4333,0.7667,0.2667,1.0667,8.3333
,Oliver Ellison,1.2333,2.3,3.5333,0.1,0.3,1.1667,2.6333
,Adrian Diaz,3.2121,3.697,6.9091,1.3333,0.8788,3.0,13.0
,James Hajek,1.4,2.7,4.1,0.4,0.2333,0.8,3.8
,Chudier Pal,1.0,1.7368,2.7368,0.8421,0.2105,0.8947,3.0526
,Mikael Hopkins,2.2727,3.5152,5.7879,1.2727,1.0,1.5758,5.1212
,Jalen Carethers,1.6765,2.3824,4.0588,0.6765,0.5588,0.6765,5.7647
,Deion Giddens,0.6,0.44,1.04,0.0,0.08,0.4,0.4
,Jerrell Wright,2.9091,3.6061,6.5152,1.4848,0.7273,0.7273,12.0606
,Steve Zack,2.697,6.4848,9.1818,1.8485,0.7273,1.7576,8.6364
,Martin Breunig,2.5938,4.6875,7.2812,1.875,0.5312,0.8438,16.6875
,Kyle Sikora,0.7857,2.8214,3.6071,0.1429,0.25,0.5357,3.3214
,Ben Dickinson,1.0,1.3158,2.3158,0.2632,0.1579,0.0,2.3158
,Adjehi Baru,2.2188,4.0625,6.2812,0.7812,0.5625,0.5625,7.4375
,Michale Kyser,2.1944,4.3611,6.5556,0.4167,0.6389,2.8333,8.6389
,Jarred Guest,0.7647,0.7647,1.5294,0.0882,0.4412,0.0882,1.4412
,Cal Hanks,0.2759,1.7241,2.0,0.1724,0.2759,0.4828,4.1379
,Gabriel Olaseni,2.1765,2.6471,4.8235,0.4412,0.2941,1.5882,8.0588
,Erik Copes,2.5,1.75,4.25,0.5,0.0,1.0,4.75
,Simi Fajemisin,0.8387,1.0645,1.9032,0.0645,0.0968,0.2903,1.8065
,Will Davis II,2.4412,4.6176,7.0588,0.9706,0.5294,1.0,12.9412
,Aaron Jones,1.0,1.5,2.5,0.375,0.5833,0.75,3.0417
,Kendall Gray,3.2647,8.5294,11.7941,1.0294,0.4412,2.7941,11.6765
,Mike Best,0.6765,1.5588,2.2353,0.2647,0.2353,0.6176,3.3824
,Desmond Hubert,0.4545,0.5455,1.0,0.0455,0.0455,0.0455,0.3182
,Kenyatta Smith,0.6522,1.8696,2.5217,0.2174,0.2609,1.1739,4.3478
,Dave LaMore,0.9412,1.8235,2.7647,0.1176,0.0,0.3529,2.2353
36.0,Rakeem Christmas,3.0968,5.9032,9.0,1.5161,0.9355,2.4839,17.4839
,Devonta Abron,1.1429,1.0,2.1429,0.2857,0.1429,0.1429,2.8571
,Jaleel Roberts,1.8,3.2333,5.0333,0.4,0.2667,2.6,7.0
,P.J. Horgan,2.4333,4.1,6.5333,0.9,0.5667,1.0667,11.6667
,Elliott Eliason,1.3548,1.6129,2.9677,0.4839,0.2903,0.5161,2.9677
,Nino Johnson,2.3333,4.7,7.0333,1.2,1.3667,2.1333,10.3667
,Michael Holyfield,3.2,4.8857,8.0857,0.2571,0.3714,2.4571,8.4571
,Derrick Randall,1.1481,1.1852,2.3333,0.0,0.037,0.037,1.5926
,Tony Parker,2.7353,4.0,6.7353,0.4118,0.5588,0.9118,11.5294
,Rico Gathers,4.7941,6.7647,11.5588,0.4706,1.2059,1.0294,11.5882
6.0,Willie Cauley-Stein,2.2821,4.1538,6.4359,0.9744,1.2051,1.7179,8.9487
,Jamari Traylor,1.5429,2.1714,3.7143,0.9429,0.8,1.0571,4.7714
,Ryan Rhoomes,3.3548,5.2903,8.6452,0.8387,0.3871,1.2903,6.3548
46.0,A.J. Hammons,2.4118,4.2353,6.6471,0.9118,0.5,2.8235,11.9118
,Deshaun Sunderhaus,2.0,1.375,3.375,0.75,0.125,0.375,6.375
,Marc-Eddy Norelia,1.697,3.4545,5.1515,0.8788,0.4242,0.2121,8.2727
25.0,Brice Johnson,2.3421,5.4211,7.7632,0.9211,0.6842,1.1053,12.9474
,Rashid Gaston,3.3125,6.25,9.5625,1.4062,0.25,1.1562,15.5
,Paulius Vinogradovas,0.2963,0.3333,0.6296,0.037,0.037,0.1111,0.2222
,Matt Christiansen,1.0,2.3871,3.3871,0.8065,0.2258,0.3548,4.2581
,Jake Campbell,0.0833,0.6667,0.75,0.1667,0.0,0.0,0.75
,John Brown,3.1562,2.8438,6.0,1.2188,1.2188,1.0312,19.2812
,Will Kelly,1.5484,2.7097,4.2581,0.7742,0.2258,1.8065,6.129
,Sam Beeler,0.8788,1.303,2.1818,0.0606,0.1515,0.6061,2.0303
,Cameron Ridley,2.3235,2.9706,5.2941,0.3824,0.2647,1.7647,7.9706
,Darien Nelson-Henry,1.8571,3.25,5.1071,0.8929,0.3571,0.75,8.5
,Jerred Kite,0.619,1.0,1.619,0.3333,0.381,0.2381,1.3333
,Nate Wells,0.64,0.96,1.6,0.32,0.28,0.76,3.08
,Taylor Danaher,1.2667,2.5333,3.8,0.5,0.5,1.2667,4.4667
,Skylar Spencer,1.9722,3.1389,5.1111,0.3056,0.5278,2.5278,3.6944
,Jeremy Olsen,0.2917,1.0833,1.375,0.0417,0.0833,0.2083,1.5833
,Chris Olivier,1.6296,3.6296,5.2593,1.0,0.4815,1.4074,12.963
,Josh Scott,3.4231,5.0,8.4231,1.1154,0.6923,1.7692,14.4615
,Vashil Fernandez,2.2941,3.6176,5.9118,0.3235,0.4412,2.8824,6.8824
,Jack Crook,1.6765,3.8824,5.5588,1.6176,0.4118,0.2059,6.7059
,Khaliq Spicer,2.3143,3.6571,5.9714,0.3429,0.3714,1.4571,4.9714
,Geoffrey Groselle,1.0667,1.3667,2.4333,0.3,0.1667,0.6,5.2333
,Brandon Swannegan,1.8824,2.1176,4.0,0.1176,0.5588,1.4412,3.7941
,Jito Kok,1.1,2.4,3.5,0.3667,0.4,2.5,5.1333
,Sean Sheldon,1.5806,2.7097,4.2903,2.1613,0.3226,0.4839,6.1935
,Moses Abraham,1.4545,1.9545,3.4091,0.0909,0.2273,0.4545,1.5909
,Austin Lewis,1.8621,2.4483,4.3103,0.1379,0.1379,2.2069,5.2759
,Devontae Watson,0.8108,2.4054,3.2162,0.027,0.2432,1.0,2.7297
,Nathaniel Musters,0.2083,0.4583,0.6667,0.0417,0.1667,0.125,0.2917
,Zach Elcano,0.4091,1.4091,1.8182,0.9545,0.2273,0.5,2.4091
,Lucas Dyer,0.5,1.5,2.0,0.1538,0.2308,0.5769,1.7692
,Rantavious GIlbert,0.4118,0.7059,1.1176,0.1176,0.0588,0.3529,0.7059
,Egidijus Mockevicius,2.2059,7.7059,9.9118,0.5,0.6176,2.1765,12.5
,Chris Obekpa,2.4,4.5667,6.9667,0.5333,1.0,3.1333,5.8
,C.J. Gettys,1.2333,2.3667,3.6,0.3333,0.2,1.0333,4.4333
,Michael Obacha,1.32,2.2,3.52,0.56,0.24,0.08,2.96
,Michael Zangari,1.2903,1.9677,3.2581,0.5806,0.3226,0.4839,2.5806
,Justin Tuoyo,2.9062,3.5,6.4062,0.7812,0.7812,3.25,10.1875
,Willie Clayton,3.0938,3.1562,6.25,0.5,0.625,0.2812,7.2812
,Landry Nnoko,2.2903,3.0968,5.3871,0.6774,0.1935,2.0323,7.6129
,Kaleb Tarczewski,1.6316,3.6053,5.2368,0.3421,0.4474,0.5789,9.2895
,Joel James,0.6579,1.2368,1.8947,0.1579,0.1053,0.2368,2.4737
,Andrew Scocca,0.6667,1.7,2.3667,0.5333,0.0667,0.3,1.7333
,Jameel Warney,4.2857,7.4,11.6857,2.0571,0.7429,2.4857,16.4286
,Kevin Ferguson,2.0333,3.6333,5.6667,1.2333,0.4667,1.4667,9.5667
,Justin Goldsborough,1.9333,3.8333,5.7667,0.6,0.4,1.2667,7.5333
,Justin Alston,1.6667,3.7333,5.4,0.9,0.5667,0.6667,8.2667
,James Hunter,1.6562,1.8125,3.4688,0.2812,0.1875,0.5625,5.7188
,Zach Auguste,2.2162,4.2432,6.4595,0.7838,0.6757,0.6757,12.8649
,Maurice Walker,2.2121,4.4545,6.6667,0.6667,1.4545,1.3333,11.8485
,Matt Sellers,0.5333,1.1333,1.6667,0.4667,0.0667,0.4,3.4
,Ethan O'Day,1.5,3.1176,4.6176,0.8529,0.8235,2.0882,12.3824
,Josh Smith,0.9677,1.7419,2.7097,0.129,0.2258,0.1935,2.4194
,Charles Mitchell,3.5161,3.5161,7.0323,0.3871,0.3548,0.4516,9.7742
,Brian Bennett,1.931,4.4138,6.3448,0.8621,0.6552,0.3103,11.4828
,Daniel Ochefu,2.6389,5.8333,8.4722,1.5278,0.8611,1.3889,9.2222
,Alex Poythress,1.5,2.25,3.75,0.25,0.5,1.5,5.5
,Matt Costello,2.0256,3.1538,5.1795,0.7436,0.4103,1.2308,7.0
,Brandon Bolden,0.2941,0.5882,0.8824,0.0588,0.1176,0.4706,0.8824
,Boris Bojanovsky,1.0909,2.3333,3.4242,0.5455,0.6667,1.3333,5.0909
,Michael Ojo,0.7273,1.6364,2.3636,0.1818,0.1515,0.4848,2.1515
,Gavin Ware,2.0667,5.0,7.0667,0.3,0.3667,1.0667,10.0333
,Grant Verhoeven,1.25,1.0,2.25,0.5,0.375,0.5,1.5
,Adam Woodbury,2.0,3.1765,5.1765,0.8824,0.5588,0.3824,6.5588
,Devon Scott,2.3333,5.1111,7.4444,0.7778,0.4444,0.4444,9.1111
,Aaron Scales,0.6667,0.5417,1.2083,0.0833,0.2083,0.0833,1.0417
,Deverin Muff,0.4688,0.75,1.2188,0.1562,0.5625,0.5625,1.1875
,Amile Jefferson,2.3333,3.4615,5.7949,0.8462,0.5641,0.6667,6.1282
,Tyler Bergantino,0.5312,0.7812,1.3125,0.0625,0.0938,0.1562,1.3438
,Kevin Chuisseu,0.6667,2.2667,2.9333,0.2,0.1333,0.0667,1.6667
,Devin Thomas,2.5625,6.25,8.8125,1.5938,0.6875,0.8125,12.0312
,Kiel Turpin,1.0909,1.2121,2.303,0.0909,0.2121,0.697,4.9394
,Phillip Nolan,0.8529,1.0,1.8529,0.1176,0.2059,0.4118,1.4706
,Eric Jacobsen,2.4706,3.4706,5.9412,0.9412,0.5588,1.2059,8.2941
,Chris Horton,4.4667,6.5667,11.0333,1.4333,1.1667,2.2667,13.0667
,Staphon Blair,2.0333,3.1333,5.1667,0.1,0.3,1.2667,7.8333
,Dylan Karell,0.5517,1.0,1.5517,0.3448,0.2759,0.3103,1.069
,Anthony Morse,1.04,1.2,2.24,0.32,0.28,0.48,2.64
,Bradley Hayes,0.7059,0.7059,1.4118,0.1176,0.1176,0.1176,0.9412
,Deng Deng,0.6087,1.4348,2.0435,0.2174,0.3913,0.2609,2.8696
,Mike Tobey,1.9412,3.1176,5.0588,0.3529,0.2647,0.6471,6.8529
,Pat Forsythe,2.1515,2.7576,4.9091,0.9697,0.6061,1.2727,9.9697
,Prince Ibeh,0.6765,1.8235,2.5,0.1765,0.3235,1.3824,2.0588
,Maurice Jeffers,2.0667,2.7333,4.8,0.9333,0.3333,0.9333,6.8333
30.0,Damian Jones,2.1714,4.3143,6.4857,0.7429,0.5714,2.0,14.4
,Marcus Lee,1.2051,1.5385,2.7436,0.3077,0.0769,0.6923,2.6154
,Stefan Jovanovic,1.4118,2.2941,3.7059,0.2941,0.3235,0.8235,5.7647
33.0,Jordan Mickey,3.1935,6.7419,9.9355,1.2903,0.9355,3.6452,15.4194
,John Odo,0.5,0.625,1.125,0.125,0.0,0.375,1.25
,Mamadou Ndiaye,1.5333,3.6,5.1333,0.1333,0.2667,1.6667,10.5333
,Tom Koopman,0.5238,0.8571,1.381,0.1905,0.2857,0.1905,1.6667
,Landen Lucas,1.5938,2.75,4.3438,0.375,0.2812,0.5625,3.5
,Leslee Smith,1.0588,2.0588,3.1176,0.5294,0.5882,0.5294,3.1176
,Gavin Schilling,1.6923,2.1538,3.8462,0.3846,0.1795,0.641,5.1026
48.0,Dakari Johnson,1.7179,2.8718,4.5897,0.7436,0.359,0.9231,6.359
,Tosin Mehinti,1.5882,3.1176,4.7059,0.7353,0.3529,2.0,6.7941
,Walter Foster,2.2,3.4,5.6,0.6667,0.3667,0.9667,5.7
,David Tillman,0.3478,0.2609,0.6087,0.087,0.0,0.3478,0.6522
,Jalen Reynolds,1.8889,4.1389,6.0278,0.3333,0.5833,1.0,10.0278
,Jordan Dickerson,1.2353,2.0882,3.3235,0.2647,0.2941,1.5588,2.6471
,Karviar Shepherd,1.8182,3.8485,5.6667,0.8485,0.5152,0.8182,6.1212
,Markus Kennedy,2.3333,3.9167,6.25,1.125,1.375,0.8333,11.9167
,Billy Reader,2.3548,2.4839,4.8387,1.0,0.4516,0.9032,7.5484
,AJ West,5.9333,5.1,11.0333,0.5667,0.5,2.6333,12.1
,Zach Hanson,0.931,1.4483,2.3793,0.1379,0.3448,0.3448,3.8966
,Tyler McCullough,1.4,1.2667,2.6667,0.2333,0.2667,1.0333,3.7
,Williy Kouassi,1.4074,3.5926,5.0,0.1111,0.0741,1.3333,4.5556
,Chris Perry,1.9474,5.1579,7.1053,0.6316,0.7895,1.2632,10.8421
,Jorge Bilbao,1.3,1.9333,3.2333,0.6333,0.5,0.3,3.7333
,Jake Zuilhof,2.3448,3.7931,6.1379,1.069,0.7931,1.6897,9.3793
,Andre Slavik,0.3913,0.4348,0.8261,0.0435,0.087,0.1304,0.9565
,Gabriel Aguirre,1.25,2.6667,3.9167,0.8333,0.1667,0.1667,7.6667
,Isaac Kreuer,0.4828,0.8276,1.3103,0.069,0.2069,0.3103,1.5517
,Devin Williams,2.7647,5.3529,8.1176,1.3235,0.7647,0.2647,11.5588
,Armani Flannigan,1.2414,1.4138,2.6552,0.1724,0.5862,0.5862,4.4483
,Demetrius Henry,1.2857,2.3333,3.619,0.2857,0.3333,0.9048,6.0476
,Ajak Magot,1.2333,1.2667,2.5,0.3,0.3667,0.6667,3.1667
,Isaiah Johnson,1.4706,2.6176,4.0882,0.9118,0.4118,1.0588,5.3529
,Sam Downey,0.92,1.0,1.92,0.04,0.36,0.2,3.48
,Christian McCoggle,1.0,1.7778,2.7778,0.2222,0.1111,0.4444,0.5556
,Carson Desrosiers,1.5312,2.8438,4.375,0.8438,0.3438,2.4688,6.6875
,Chris Dees,0.5806,1.3871,1.9677,0.1613,0.4194,0.3226,1.129
,Tate Stensgaard,1.0,3.5,4.5,0.85,0.45,0.3,4.25
,Josh James,0.9355,1.871,2.8065,0.3871,0.2903,0.5161,3.1613
,Ronnie Stevens,1.3182,1.6364,2.9545,0.0455,0.0455,0.4091,3.0
,Len Springs,2.2368,2.5789,4.8158,0.1842,0.2105,1.8947,2.6579
,David Onuorah,1.7,1.7667,3.4667,0.3333,0.5,1.5,2.0333
,John Jones,1.2121,2.0303,3.2424,0.2727,0.3636,0.6364,3.1818
,Matt Willms,1.2222,3.1111,4.3333,0.8519,0.4815,1.1111,5.1852
,Zach Garber,1.0303,1.3939,2.4242,0.1818,0.1515,0.2424,2.1212
,Ryan Salmonson,0.2667,0.9333,1.2,0.0667,0.2,0.1333,2.2667
,Moses Kingsley,1.25,1.25,2.5,0.3056,0.4167,1.0556,3.6389
,Vitto Brown,0.3529,0.9118,1.2647,0.2059,0.2353,0.2353,1.8235
,Darius Lewis,0.871,2.2258,3.0968,0.3548,0.0323,1.0,3.5484
,Alexsander Milosavljevic,0.5714,0.3333,0.9048,0.0476,0.0476,0.0,0.6667
,Ben Oberfeld,0.625,1.0417,1.6667,0.0417,0.0417,0.125,1.7917
,Anthony Walker,0.6897,2.1724,2.8621,0.1379,0.3448,0.8621,4.4138
,Brandon Williams,0.9355,2.0645,3.0,0.1935,0.3548,0.9677,3.1613
,TJ Bell,0.8387,1.7419,2.5806,0.3226,0.2258,0.4839,3.0645
,Brandon Watkins,0.913,0.5217,1.4348,0.1739,0.2174,0.6087,1.913
,Isaiah Hicks,1.4737,1.5,2.9737,0.2895,0.2368,0.3947,6.6316
,Ben Milshtein,0.5455,0.7273,1.2727,0.2727,0.1818,0.1818,1.0
,Marcel Boyd,1.7419,2.7742,4.5161,0.3226,0.2581,1.0323,2.4194
,Ben Lawson,1.0938,2.125,3.2188,0.6562,0.4375,1.6562,3.8438
,Yanick Moreira,2.3529,4.0882,6.4412,0.9706,0.7059,1.1765,11.0882
,Luke Fischer,1.625,3.1667,4.7917,0.9167,0.5417,2.2083,11.0417
,D.J. Bennett,0.5172,1.2069,1.7241,0.1034,0.1379,0.6552,1.8966
,Edward Alade,1.1562,2.25,3.4062,0.8438,0.125,0.5,5.3125
,Shore Adenekan,1.1538,1.9615,3.1154,0.3462,0.2692,0.5385,4.0
,Chris Brady,0.7879,2.2424,3.0303,0.2121,0.3333,0.5758,4.0303
,Paulin Mpawe,1.3,1.6,2.9,0.2333,0.2,0.4,2.6333
,Glenn Feidanga,1.8824,1.7647,3.6471,0.1176,0.1765,0.1765,4.1176
,David Howard,0.44,0.68,1.12,0.12,0.12,0.16,2.92
,Luke Worthington,0.697,0.9697,1.6667,0.1818,0.303,0.0606,1.8182
,Barnett Harris,1.1379,1.4828,2.6207,0.3103,0.2069,0.4138,0.8966
,Andrew Drone,1.75,3.625,5.375,0.4375,0.3125,0.6562,6.6562
,Williams Gabriel,0.5294,1.0588,1.5882,0.0588,0.1765,0.2941,1.1765
,Marquiez Lawrence,0.7742,1.3871,2.1613,0.1935,0.2258,0.3548,1.0645
,Lucas O'Brien,0.1875,0.5,0.6875,0.0625,0.0625,0.0,1.0
,Michael Buchanan,2.5833,3.25,5.8333,0.6389,0.5,0.9167,8.0556
,Mangok Mathiang,2.3529,2.3235,4.6765,0.4706,0.5588,1.3529,2.5882
,Ty Egbert,0.6667,1.6296,2.2963,0.1852,0.037,0.2963,2.5926
,Cole Harrison,0.3333,0.8148,1.1481,0.0741,0.0741,0.2222,1.4815
,Dylan Jones,0.6364,0.6818,1.3182,0.0909,0.2727,0.1818,2.0455
,Jamal Hunter,2.0333,3.3333,5.3667,0.6,0.5667,2.1,5.4333
,Zena Edosomwan,1.2069,1.931,3.1379,0.2414,0.2069,0.6552,3.9655
,Daniel Edozie,1.4375,1.0625,2.5,0.375,0.1875,0.0625,3.1875
,Ryan Pierson,0.6923,1.1154,1.8077,0.3462,0.0769,0.1154,3.1923
,Wanaah Bail,1.1818,1.4545,2.6364,0.0909,0.0909,0.1818,1.5455
,Joshua Phillips,0.7059,1.0,1.7059,0.2941,0.1765,0.2941,1.5882
,Jervon Pressley,1.9375,2.875,4.8125,0.6562,0.375,1.375,6.0938
,David Wishon,0.4,0.6,1.0,0.0,0.1,0.6,1.9
,Quron Davis,1.4211,1.3158,2.7368,0.2105,0.2632,0.3684,2.6316
,Maverick Morgan,0.8387,0.7097,1.5484,0.0968,0.0968,0.3548,2.5484
,Kevin Thomas,3.5357,4.5714,8.1071,1.1071,1.3571,1.1071,10.2857
,Damonte Dodd,1.3429,2.4286,3.7714,0.6286,0.2,1.4571,3.9714
,Mohamed Bah,1.5667,3.0667,4.6333,0.4667,0.4667,0.6333,3.9
,Joe Boyd,1.1613,2.5484,3.7097,0.3871,0.0968,0.1935,2.6129
,Volodymyr Gerun,2.697,3.2727,5.9697,0.8182,0.6667,1.1818,8.3636
,Obij Aget,1.9355,3.4839,5.4194,0.2581,0.5161,1.3548,6.8387
,Javon Baumann,1.4516,2.2581,3.7097,0.5806,0.3871,1.2581,3.5806
,Treshawn Bolden,1.0,2.9062,3.9062,0.875,0.3438,0.5312,5.5625
,Justus Stanback,0.2258,0.9355,1.1613,0.2258,0.2903,0.2258,2.3871
,Kwesi Abakah,0.24,0.6,0.84,0.0,0.0,0.04,1.0
,Kaj-Bjorn Sherman,2.7931,4.2069,7.0,1.1034,0.7931,0.5172,12.0
,Christian Ejiga,0.6087,1.1304,1.7391,0.2174,0.3478,0.3913,2.0
,Giacomo Zilli,1.875,2.4167,4.2917,0.6667,0.25,0.75,5.4167
,Carlton Allen,0.3333,0.7143,1.0476,0.0476,0.0476,0.0952,1.0476
,Jacob Enevold,1.8065,3.9677,5.7742,0.3871,0.4194,0.9355,8.4516
,Dominique McKoy,1.6667,4.5667,6.2333,1.0,0.5667,0.5333,7.8667
,Bryan Akinkugbe,1.1034,1.6897,2.7931,0.3103,0.2759,0.5172,4.1034
,Keaton Jackson,2.7143,3.25,5.9643,0.4643,0.2857,2.0714,7.9286
,Ryan Rosburg,1.2333,1.3667,2.6,0.2667,0.2,0.6,3.3
,Andrew McAuliffe,0.9688,1.9062,2.875,0.375,0.375,0.2188,2.7812
,Javion Ogunyemi,2.4839,2.2903,4.7742,0.8065,0.2903,1.5484,9.2903
,Kennedy Meeks,2.5676,4.7568,7.3243,1.0541,0.6216,1.2432,11.3514
,Devonte Upson,2.5312,4.9062,7.4375,0.5625,0.75,1.5312,10.7812
,Joseph Uchebo,0.7143,1.1905,1.9048,0.1429,0.0476,0.0952,1.4762
,Sebastian Saiz,1.9706,3.5294,5.5,0.2941,0.6471,0.9706,7.6176
,Sidy Djitte,1.6,1.5667,3.1667,0.1333,0.3667,0.5667,2.1
,Ryan Smith,0.7742,1.3548,2.129,0.0645,0.1613,0.3548,2.3548
,Jerome Simmons,0.4348,0.7391,1.1739,0.0,0.0,0.1739,1.6087
,Zech Smith,3.4286,3.5357,6.9643,0.1071,0.3214,1.5357,5.0
,Jerimyiah Batts,0.3226,0.9677,1.2903,0.2903,0.0323,0.3548,2.0323
,Justin McBride,1.3793,2.9655,4.3448,0.1034,0.3793,0.931,6.2759
,Zac Tillman,0.6061,1.4242,2.0303,0.0909,0.4545,0.3636,3.9697
,Keanau Post,1.4,2.1667,3.5667,0.1333,0.3,0.4667,4.0333
,Romelo Banks,1.1143,1.7143,2.8286,0.2,0.0571,0.5143,5.3429
,Alex Davis,1.36,2.56,3.92,0.52,0.68,0.88,4.88
,Frank Snow,1.5806,2.0,3.5806,0.1613,0.2258,1.2581,5.1935
,Gilles Dierickx,0.7857,0.7143,1.5,0.2857,0.2143,0.2143,1.0
,Chuck Ogbodo,1.1667,2.0333,3.2,0.1,0.3667,0.8333,2.5
,Cheikh N'diaye,0.4828,0.8621,1.3448,0.0345,0.069,0.5172,1.4828
,Jordy Kuiper,1.25,1.375,2.625,0.375,0.375,0.1667,3.2917
,Brent Calhoun,0.7059,1.7647,2.4706,0.1176,0.0588,0.5882,2.2941
,Amida Brimah,1.9714,2.4571,4.4286,0.2,0.2,3.4571,9.1143
,Jimmie Taylor,1.6176,3.3235,4.9412,0.5,0.2647,1.7353,5.5294
,Michael Bradley,1.8125,3.5625,5.375,0.4375,0.375,0.75,6.6562
,Eric Stuteville,1.4848,2.0909,3.5758,0.2121,0.2424,1.0303,7.1212
,Beejay Anya,1.5833,2.7222,4.3056,0.2222,0.1111,2.5278,4.5
,Lennard Freeman,2.0,3.6286,5.6286,0.5429,0.2571,0.2,3.6
,Reggis Onwukamuche,2.3939,2.8788,5.2727,0.2424,0.5455,1.7273,6.3636
,Reggie Lynch,2.7576,2.6364,5.3939,0.2424,0.697,2.8182,9.5152
,Ben Moore,1.9412,2.7941,4.7353,1.8824,0.9118,0.8824,7.0882
,Darryl Reynolds,0.3704,0.7778,1.1481,0.1852,0.1481,0.5185,1.4074
,Luke Piotrowski,0.871,1.1935,2.0645,0.3871,0.2258,1.0,3.5806
,Mat Piotrowski,0.0588,1.2353,1.2941,0.0,0.1176,0.7059,0.7647
,Hikeem Champaigne,1.875,1.875,3.75,0.25,0.375,0.875,5.75
,Chris Walker,1.3226,2.1613,3.4839,0.0645,0.3226,1.1613,4.6774
,Phillip Reed,0.9091,1.2727,2.1818,0.1818,0.0455,0.4091,1.0
,Mike Kobani,0.4762,0.7143,1.1905,0.0476,0.0476,0.0952,1.7143
,Daniel Gomis,1.6,2.2667,3.8667,0.5333,0.4667,1.3667,4.3
,Greg Lewis,1.4375,3.0312,4.4688,0.9062,0.625,0.9062,5.25
,Nikola Jovanovic,2.3125,4.6875,7.0,0.4688,0.4062,0.75,12.3125
,Nolan Long,1.2667,1.8,3.0667,0.0333,0.2,0.4667,4.3667
,Casey Oliverson,1.4138,2.6897,4.1034,0.3793,0.3793,0.3103,7.3793
,Connor Devine,1.08,1.08,2.16,0.12,0.16,1.12,2.08
,Erik Nissen,0.25,1.15,1.4,0.15,0.15,0.15,1.3
,Ashton Pankey,2.3333,4.3333,6.6667,0.9394,0.697,1.4242,13.3636
,Niklas Ney,0.4545,0.4091,0.8636,0.0455,0.0,0.0455,1.4091
,M.J. Rhett,1.6765,2.9412,4.6176,0.5,0.2059,0.5294,7.4412
,Albert Owens,0.9412,1.4706,2.4118,0.1176,0.1765,0.7647,3.8235
,Marcus Fuggins,0.9643,1.0714,2.0357,0.1786,0.3929,0.5,1.5
,Isaac Haas,1.5588,2.5294,4.0882,0.2647,0.1176,0.7353,7.5882
,Collin Spickerman,1.7586,2.5172,4.2759,0.6897,0.6207,2.4828,4.4483
,Kingsley Okoroh,0.9667,1.2333,2.2,0.2667,0.2667,0.9333,2.0
,Youssoupha Kane,1.0417,1.4583,2.5,0.2917,0.375,0.4583,2.0833
,Abdul-Malik Abu,1.8889,2.8889,4.7778,0.6111,0.1667,0.5,6.3611
,Jalen Henry,0.5,1.0,1.5,0.0385,0.0769,0.3462,2.3846
,Anthony Lee,0.7619,1.5238,2.2857,0.1429,0.0476,0.381,3.4286
,Dan Dwyer,0.125,0.6875,0.8125,0.0625,0.0625,0.125,0.375
,Aleks Abrams,1.0769,1.0385,2.1154,0.0769,0.0385,0.3077,0.6538
,Nana Foulland,2.1471,3.2647,5.4118,0.6765,0.4412,1.0882,10.1765
,Terrell Carter,1.0,1.0,2.0,0.0,0.0,0.2222,3.5556
,Hassan Hussein,0.4167,0.5,0.9167,0.0,0.0,0.1667,2.4167
,Michael Phillip,0.3939,0.5758,0.9697,0.1818,0.0,0.3636,0.6061
,Rashed Anthony,0.5,0.8667,1.3667,0.1,0.1333,0.3333,0.8667
,Chinonso Obokoh,0.7692,0.8462,1.6154,0.2308,0.2308,0.3077,0.7692
,Milos Cabarkapa,0.4348,0.7391,1.1739,0.0,0.0,0.1304,1.3913
,Michael Karena,1.5806,2.0645,3.6452,0.5161,0.4839,0.3226,8.9677
11.0,Domantas Sabonis,2.1316,4.8947,7.0263,0.8684,0.4474,0.3158,9.7105
,Corey Barrett,0.963,1.5185,2.4815,0.1111,0.1111,0.3333,2.1481
,Deji Adekunle,0.4706,1.2353,1.7059,0.0588,0.0588,0.1176,1.0
,C.J. Turman,0.7931,2.4138,3.2069,0.2069,0.2069,0.6207,5.7586
,Lawrence Fejokwu,0.7586,1.2069,1.9655,0.2414,0.4828,0.4828,1.3448
,Daniel Meyer,0.4286,1.0476,1.4762,0.0476,0.0476,0.1905,1.4762
,Anthony Allen,0.64,1.8,2.44,0.16,0.12,0.76,1.68
,Cameron Jackson,0.4688,1.1562,1.625,0.2188,0.3438,0.375,2.375
,Jalen Chapman,1.2692,3.0,4.2692,0.4615,0.9615,0.6923,4.9231
,Thaddeus Smith,2.0,2.4,4.4,0.1,0.6333,1.4667,2.3667
,Jabari McGhee,2.0,1.75,3.75,0.0,0.375,0.125,4.375
,David Collette,1.5161,3.5161,5.0323,1.1935,0.8065,1.8065,12.8065
,Roderick Davis,0.3571,1.0,1.3571,0.1429,0.0714,0.3929,1.6786
,Shaquille Doorson,1.069,1.1379,2.2069,0.1379,0.0345,0.4483,1.5517
,Duby Okeke,1.4375,1.3125,2.75,0.1875,0.1875,1.4375,4.4375
,Alex Bates,1.12,1.2,2.32,0.24,0.48,0.52,1.48
,Patrick Ackerman,0.1935,1.0645,1.2581,0.0323,0.1935,0.5806,1.5806
