pick,player_name,oreb,dreb,treb,ast,stl,blk,pts
,John Florveus,0.875,0.9062,1.7812,0.2188,0.1875,0.6875,1.7812
,Robert Nwankwo,4.5312,5.5625,10.0938,0.5312,1.125,2.4062,12.5
,Yannick Atanga,2.25,2.8929,5.1429,0.1786,0.25,0.8571,3.1429
,Emmanuel Okoroba,0.7826,0.9565,1.7391,0.0435,0.2174,0.087,2.0435
,Dan Trist,0.6452,1.5484,2.1935,0.5484,0.129,0.5484,5.6774
36.0,Johnny O'Bryant III,3.0714,3.6071,6.6786,0.3929,0.5357,0.75,8.5357
,Ferrakohn Hall,0.963,1.963,2.9259,0.4815,0.2593,0.4815,3.7407
,Brice Kofane,1.5862,2.4828,4.069,0.2069,0.2759,1.4483,2.6897
,Isaac Butts,2.5385,3.8462,6.3846,0.8462,0.3462,0.5769,7.2308
,Deshawn Stephens,1.9688,2.6875,4.6562,0.3438,0.3438,0.3125,4.7812
,Amir Williams,0.931,1.2069,2.1379,0.069,0.1724,0.7931,1.6552
,Shayne Whittington,1.4516,2.5161,3.9677,0.2258,0.2258,0.7742,4.2258
,Philip Jurick,1.5769,3.4615,5.0385,0.7692,0.1923,1.8077,1.6154
,Mayol Riathin,1.08,1.72,2.8,0.36,0.4,0.48,2.44
,Thair Heath,0.7368,0.5789,1.3158,0.0526,0.0526,0.1579,1.0
,Rundell Mauge,0.6667,1.1667,1.8333,0.3889,0.5556,0.7778,2.0556
,Shaquille Duncan,1.1034,1.1379,2.2414,0.2759,0.2759,0.6207,3.3103
,Andre Jackson,0.2857,1.4286,1.7143,0.0,0.2143,0.3571,4.0714
,Corey Hensley,0.1667,0.7778,0.9444,0.0556,0.0,0.0556,0.8889
,Gene Swindle,1.0323,1.7742,2.8065,0.1935,0.2581,0.2903,2.9032
,Konner Veteto,1.76,2.84,4.6,0.36,0.2,0.16,9.08
,Marquis Barnett,0.5625,0.3125,0.875,0.1875,0.0625,0.1875,1.125
,Cory Osetkowski,0.5556,1.0,1.5556,0.4074,0.1481,0.6296,2.6667
,Zach Price,0.3158,0.4737,0.7895,0.0,0.1053,0.1579,0.6316
,Shane Harris-Tunks,0.5294,1.6176,2.1471,0.5294,0.3235,0.2647,2.7059
,Antonio Kalpic,0.4783,0.8696,1.3478,0.0435,0.0435,0.087,1.5652
,Malcolm Gilbert,0.3158,0.4737,0.7895,0.0,0.1053,0.3158,0.4737
,Demario Hines,1.75,2.6786,4.4286,0.8571,0.3929,0.7143,6.7857
,Jordan Threloff,1.1333,2.2,3.3333,0.3,0.2,0.3667,3.1667
,Jaren Jeffery,0.2381,0.5238,0.7619,0.4762,0.2381,0.0952,1.1429
,Fletcher Larson,0.3846,0.5769,0.9615,0.1538,0.0385,0.2308,0.6154
,Derrell Robertson,0.4483,0.931,1.3793,0.1379,0.2069,0.6897,0.7931
,Justin Harris,0.4737,0.8947,1.3684,0.2632,0.0,0.0526,1.5263
,God'sgift Achiuwa,2.8438,2.9688,5.8125,0.2812,0.3438,0.8125,9.375
,Oliver Ellison,0.9333,1.7333,2.6667,0.2,0.2667,0.6667,2.1333
,Ryan Canty,1.08,1.08,2.16,0.12,0.08,0.48,1.56
,Adrian Diaz,1.4783,0.8696,2.3478,0.3913,0.0435,0.4348,3.2174
,James Hajek,0.6923,0.8462,1.5385,0.1538,0.0769,0.0769,2.3077
,Dewayne Dedmon,2.45,3.0,5.45,0.3,0.7,0.95,7.6
60.0,Cory Jefferson,0.7273,1.7879,2.5152,0.0909,0.2121,1.1818,3.3939
,Fred Chatmon,1.0385,1.9615,3.0,0.0769,0.3846,0.3462,3.0385
,Davis Rozitis,0.8,1.5667,2.3667,0.1333,0.1,0.5,3.0
,Ramon Eaton,0.9259,1.3333,2.2593,0.2222,0.2593,0.1111,2.4815
1.0,Anthony Davis,2.975,7.4,10.375,1.25,1.35,4.65,14.175
,Brendan Keane,0.5,0.6538,1.1538,0.1154,0.0769,0.1923,2.0385
,Jalen Carethers,0.1429,0.5714,0.7143,0.0476,0.1429,0.2857,1.2381
,Deion Giddens,0.3529,0.2941,0.6471,0.0,0.1176,0.1176,0.7059
,Marvin Fraizer,0.5517,0.5517,1.1034,0.2069,0.2414,0.3448,1.4828
,Jerrell Wright,2.0882,3.5294,5.6176,0.7647,0.8529,1.0588,9.8235
,Steve Zack,0.9062,1.3438,2.25,0.4688,0.125,0.5312,1.375
,Henry Brooks,0.9375,1.5625,2.5,0.2812,0.4688,0.5625,4.5938
,Max Jacobsen,1.0,0.3333,1.3333,0.3333,0.4,0.1333,2.5333
,Brandon St. Louis,0.6364,0.5455,1.1818,0.0455,0.2727,0.0909,0.9545
,Martin Breunig,0.4762,0.6667,1.1429,0.1429,0.0952,0.1905,1.7143
,Clint Chapman,2.1176,3.6176,5.7353,0.2647,0.3235,1.5588,7.4118
,Kyle Sikora,0.6667,1.1818,1.8485,0.0303,0.0303,0.697,1.5455
,Tom Schalk,0.7742,1.3226,2.0968,0.2903,0.0968,0.2258,1.7742
,Adjehi Baru,2.5862,3.7586,6.3448,0.5862,0.6552,0.6552,7.7586
,Julian Scott,0.2143,0.9286,1.1429,0.2143,0.2143,0.2143,2.2857
,Michale Kyser,0.9355,1.5161,2.4516,0.2258,0.4194,1.7742,3.5161
,Yous Mbao,0.6562,1.125,1.7812,0.1562,0.0938,0.7812,0.3438
,Shola Diop,0.3333,0.2,0.5333,0.0667,0.1333,0.0667,0.6667
,Jarred Guest,0.15,0.4,0.55,0.05,0.15,0.15,0.9
,Jodd Maxey,2.6562,2.4062,5.0625,1.0,1.6875,1.4375,7.9688
,Dennis Clifford,1.1935,3.5484,4.7419,1.129,0.3871,0.9355,8.9355
,Gabriel Olaseni,0.5,0.7222,1.2222,0.1667,0.2222,0.4444,1.4444
,Erik Copes,1.2593,2.4074,3.6667,0.1111,0.2593,1.8889,3.2963
,Tony Woods,1.3636,2.1515,3.5152,0.6061,0.303,1.5455,6.7879
,Simi Fajemisin,1.3103,1.5172,2.8276,0.2414,0.4828,0.5172,3.3793
,Will Davis II,2.0714,2.9286,5.0,0.3571,0.3214,1.7857,7.5
,Ryan Sawvell,1.3448,2.6552,4.0,0.3448,0.6207,0.2069,6.2069
,John Kopriva,0.6129,1.3548,1.9677,0.3226,0.3226,0.2581,2.7097
,Corderio Maclin,0.7857,1.3571,2.1429,0.2857,0.3571,0.3929,6.1786
,Aaron Jones,0.7857,1.1429,1.9286,0.1429,0.2143,0.7143,1.3929
,Gaetano Spera,0.8333,0.6667,1.5,0.0,0.0,0.0,0.8333
,Kendall Gray,2.0,3.3333,5.3333,0.4,0.5333,3.2667,7.2
,Wendell Faines,0.6667,0.8571,1.5238,0.0476,0.0476,0.5238,1.5238
,Elgin Bailey,2.4737,3.6316,6.1053,0.3158,0.4211,0.6842,8.7895
,Dominique Rutledge,1.3214,1.3571,2.6786,0.4643,0.1786,0.3571,1.9643
,Desmond Hubert,0.84,0.64,1.48,0.24,0.12,0.28,0.68
,James Blasczyk,1.125,1.75,2.875,0.4375,0.2812,0.2812,3.1875
,Dave LaMore,0.6875,0.5625,1.25,0.125,0.0,0.375,1.6875
,Will Simonton,0.7222,0.4444,1.1667,0.0556,0.0556,0.3333,0.8333
,Ousmane Drame,3.0312,4.2188,7.25,0.625,0.3125,0.9062,6.5
36.0,Rakeem Christmas,1.0811,1.8378,2.9189,0.1892,0.2973,0.8108,2.7568
,Jason Pimentel,0.8929,1.3214,2.2143,0.1786,0.2857,0.1071,2.1071
,Gordon Ball,0.8261,1.3478,2.1739,0.2609,0.1739,0.0,2.087
,Adam Jones,0.2609,0.6087,0.8696,0.1304,0.1739,0.3043,1.1739
,Devonta Abron,1.9062,2.3125,4.2188,0.625,0.9375,0.2812,5.6562
,Mike McFadden,2.037,2.2222,4.2593,0.3704,0.963,0.5926,8.4444
,Casey Arent,0.7917,0.9583,1.75,0.0417,0.25,0.125,1.1667
,Kelvin Gaines,0.6471,1.5882,2.2353,0.1176,0.2941,1.3529,0.8235
,Kam Shephard,0.5833,1.1667,1.75,0.5833,0.25,0.5,3.4167
,Tavares Sledge,1.0,1.6667,2.6667,0.2333,0.2,0.1667,2.6667
,Jakub Kusmieruk,1.0,1.5789,2.5789,0.2105,0.0526,0.5789,3.2632
,Jared Smoot,0.5294,1.1765,1.7059,0.0,0.0588,0.2353,0.6471
,Greg Mays,0.4615,1.6538,2.1154,0.1538,0.1154,0.3462,2.3462
,P.J. Horgan,0.5,1.25,1.75,0.125,0.125,0.125,1.75
,Daniel Green,0.4444,1.2222,1.6667,0.1852,0.1111,0.1111,1.4074
,Kadeem Jack,0.7222,0.8333,1.5556,0.0,0.4444,0.4444,1.1667
,Elliott Eliason,1.3158,2.6316,3.9474,0.9211,0.2895,0.6842,2.6316
,Garrett Green,1.375,3.1562,4.5312,0.5,0.2812,0.4688,5.5938
,Anthony Borden,0.9231,1.4231,2.3462,0.3077,0.2308,0.9615,2.5385
,Robert Goff,1.7941,2.7647,4.5588,0.5588,0.4412,1.0882,6.1471
,C.J. Barksdale,1.2188,1.4688,2.6875,0.2812,0.25,0.25,2.7188
,Nino Johnson,0.5417,1.1667,1.7083,0.2917,0.25,0.2083,1.75
,Adam Folker,2.7586,4.0345,6.7931,0.5862,0.3793,0.3448,8.4828
,Michael Holyfield,1.087,1.8696,2.9565,0.2174,0.2609,0.4783,3.1739
,Olatunji Kosile,1.4815,1.6667,3.1481,0.1111,0.3333,0.8519,2.3333
,Jordan Stone,0.9091,1.6667,2.5758,0.1212,0.0909,0.1212,1.9394
,Alex Gauna,0.3667,0.4333,0.8,0.0,0.0333,0.1,1.8333
,David Bruce,2.6667,4.6333,7.3,0.3667,0.3667,0.8333,9.2333
,Jake Wasco,1.7667,2.1667,3.9333,0.7,0.2333,0.2,4.3
,Derrick Randall,1.0968,1.2581,2.3548,0.0968,0.3226,0.3871,2.5161
35.0,Jarnell Stokes,2.5882,4.8235,7.4118,0.7059,0.9412,1.3529,9.5882
4.0,Cody Zeller,2.4167,4.1389,6.5556,1.25,1.3611,1.1667,15.6389
,Kelvin McNeil,0.8125,2.1875,3.0,0.4062,0.1562,0.0312,2.375
,Khem Birch,2.1,2.9,5.0,0.0,0.2,1.9,4.4
,Carlos Lopez,1.2258,1.4516,2.6774,0.3871,0.5484,0.9032,5.2258
,Ian Childs,1.3214,2.6786,4.0,0.7857,0.25,1.6429,8.7857
,Sam McLaurin,2.6296,4.8889,7.5185,0.8889,0.6296,1.1481,9.9259
,Devon White,1.5625,3.0938,4.6562,0.625,0.5938,0.9375,5.75
,Peter 'PJ' Roberson,2.25,4.8929,7.1429,0.3929,0.3571,2.5714,7.3571
,Omar Oraby,0.9375,2.5938,3.5312,0.3125,0.0625,1.5625,5.9062
,Kadeem Green,0.8182,2.2727,3.0909,0.1818,0.2727,0.1818,3.0
,Pat Forsythe,2.0,1.4286,3.4286,0.0,0.0,0.1429,2.1429
,Ryan Spangler,0.9091,1.4545,2.3636,0.1818,0.0909,0.0455,2.5455
,Billy Reader,1.1,1.4,2.5,0.5,0.0,0.3,5.2
,Willy Kouassi,0.84,1.76,2.6,0.04,0.12,0.64,1.6
,Terrance Shannon,1.5714,2.8571,4.4286,0.7143,0.7143,0.5714,8.2857
,Travis Elliott,1.2759,2.069,3.3448,0.3103,0.3793,0.4483,2.7931
,Pina Guillaume,0.9565,2.3913,3.3478,0.1739,0.1739,0.4348,3.1739
,Herb Harrison,0.0714,0.7143,0.7857,0.2143,0.1429,0.1429,1.2857
,Cody Larson,0.36,0.48,0.84,0.04,0.0,0.08,0.48
,Marvin Williams,1.1739,2.0,3.1739,0.1304,0.2174,0.2174,4.1304
,Justin Raffington,0.7308,1.0769,1.8077,0.0769,0.1154,0.0385,1.6923
,Gilles Dierickx,0.8214,1.3929,2.2143,0.4286,0.1429,0.5714,2.6429
,Moussa Gueye,0.75,1.0833,1.8333,0.1667,0.0,0.9167,1.5
,Matt Kavanaugh,2.9394,3.0,5.9394,0.8485,0.4545,0.2424,9.0
,Grant Fiorentinos,0.625,1.375,2.0,0.375,0.125,0.125,2.0
,Greg Lewis,0.4444,0.5556,1.0,0.2778,0.0,0.1667,0.5556
,Tarik Black,2.0571,2.8,4.8571,0.1714,0.6286,1.5143,10.6571
,Ashton Pankey,1.7812,3.0938,4.875,0.4062,0.2188,0.5625,4.7188
,M.J. Rhett,1.1935,3.0323,4.2258,0.4516,0.4194,0.4516,4.0323
,Anthony Lee,1.7742,3.3226,5.0968,0.1613,0.3548,1.2258,5.0
,Devonte Elliott,0.6176,1.0882,1.7059,0.2647,0.2353,0.4118,1.6176
,Hunter Mickelson,1.375,2.3438,3.7188,0.4375,0.5,2.25,5.1562
,Joey De La Rosa,0.4286,1.1429,1.5714,0.2143,0.0,0.3571,1.3571
,Wendell Lewis,1.7576,2.2424,4.0,0.2727,0.4848,0.9091,3.7879
,Keith Davis,1.2903,2.3226,3.6129,0.2581,0.2903,0.6129,1.4194
,Johnny Zuppardo,0.2174,0.6957,0.913,0.087,0.0435,0.1739,0.8261
,Nick Shepherd,0.1923,0.4231,0.6154,0.1154,0.0385,0.3462,1.1923
,TaShawn Thomas,3.2759,4.9655,8.2414,1.1034,0.8276,2.069,10.5862
,Theodore Boyomo,0.5517,1.4483,2.0,0.1034,0.069,0.1379,1.1379
,Godwin Okonji,1.8125,2.7188,4.5312,0.2812,0.8125,0.9062,3.6562
,Nate Maxey,1.0,1.9655,2.9655,0.2069,0.3103,1.6552,3.5172
,Jon Horford,1.625,2.0,3.625,0.125,0.375,1.125,3.0
,Jacob Lawson,1.1333,0.7333,1.8667,0.2333,0.4667,0.6667,2.3667
,Angelo Chol,0.8571,1.4286,2.2857,0.1429,0.3714,0.8286,2.8286
,Alex Gavrilovic,1.3,1.5333,2.8333,0.1333,0.0667,0.2,4.0333
,Enoch Hood,1.1562,2.2188,3.375,0.5,0.25,0.4375,5.4062
,Jeremiah Kreisberg,1.4444,3.5185,4.963,1.3704,0.3704,0.1852,7.8148
,Demarco Cox,1.3636,1.5152,2.8788,0.3636,0.2727,0.4545,3.2424
,James Bourne,0.9667,1.5333,2.5,0.1,0.3333,0.0,2.7
,Yemi Makanjuola,1.1852,1.4444,2.6296,0.1111,0.1852,0.4074,2.1481
,Anton Grady,1.8438,4.5625,6.4062,1.0,0.875,1.2188,8.4375
,Nick Jacobs,1.4375,2.1875,3.625,0.125,0.2812,0.7812,6.125
,Kc Caudill,0.1786,0.9643,1.1429,0.5357,0.0357,0.1786,2.1786
,Christian Wolf,0.25,0.35,0.6,0.15,0.0,0.0,0.65
,Jordan Harks,2.0833,2.9167,5.0,0.7917,0.75,0.25,7.625
,Trevor Mbakwe,3.2941,5.3824,8.6765,1.0882,0.6765,1.4412,9.9706
,John Brandenburg,1.25,2.0625,3.3125,0.5625,0.375,0.8438,5.0938
,Zach Saylor,0.6842,1.1053,1.7895,0.2105,0.3158,0.6842,1.4737
,Freddy Asprilla,0.7586,1.5517,2.3103,0.2759,0.3448,0.2414,2.3103
,Evan Ravenel,1.3243,2.8378,4.1622,0.3243,0.3514,0.7297,4.8919
,Drazen Zlovaric,1.8667,2.6667,4.5333,0.4,0.2,0.2667,7.7
,Julian Gamble,2.0556,2.8333,4.8889,0.1944,0.3611,1.75,6.5278
,Kyle Rowley,0.6429,1.1429,1.7857,0.0357,0.0357,0.2143,1.8214
,Chris Otule,1.6571,1.8857,3.5429,0.2286,0.2,1.0286,5.1143
,Kyrie Sutton,1.9355,2.3226,4.2581,0.1935,0.2258,0.7742,5.129
,Maurice Sutton,0.8,1.8667,2.6667,0.4,0.3333,0.9,2.9
,Reginald Buckner,3.0833,4.4444,7.5278,0.8056,1.0833,2.7222,9.4167
,Ian Francis,1.4828,3.6897,5.1724,0.6897,1.1379,0.6207,4.3793
,Nikko Acosta,1.0667,1.4333,2.5,0.4333,0.1667,0.7,2.9333
,Johnny Williams,1.05,3.0,4.05,0.7,0.85,0.7,7.0
,Mike Groselle,3.1786,4.3929,7.5714,1.6429,1.25,0.5714,15.6786
,Jordan Henriquez,2.2188,2.7188,4.9375,0.4062,0.2188,2.0,4.875
,Sasa Borovnjak,1.3871,2.1935,3.5806,0.4839,0.4839,0.4194,7.4194
,Mark Cisco,1.9231,3.7308,5.6538,0.6154,0.4231,0.7308,7.7308
,Matt Wilson,0.1818,0.5455,0.7273,0.0909,0.0,0.0,0.6364
,Kenny Hall,1.3871,2.7097,4.0968,0.3548,0.1935,0.4194,5.6452
,Andrew Fitzgerald,1.4688,1.875,3.3438,0.375,0.4062,0.375,5.7188
,James Vincent,1.6333,3.0,4.6333,0.4,0.3667,2.2333,4.7
,Vlad Kondratyev,1.3226,2.9677,4.2903,0.3871,0.1613,0.3548,5.3548
,Zeke Schneider,0.1875,0.4375,0.625,0.125,0.0,0.0625,0.4375
,Andy Diaz,1.4615,1.7308,3.1923,0.5,0.4615,0.6154,6.7692
,John Daniels,1.48,3.08,4.56,0.6,0.44,0.2,2.64
,Matt Balkema,1.1935,1.3226,2.5161,0.2258,0.3226,0.129,1.9677
,Zeke Marshall,2.4688,4.5312,7.0,0.7812,0.625,3.625,13.125
,Eitan Chemerinski,1.7,1.4,3.1,0.5667,0.7333,0.3333,5.8333
,Brandon Peterson,3.2,6.3333,9.5333,0.9667,0.9667,1.2333,10.4333
,Javan Mitchell,1.7,3.2,4.9,0.6333,0.5333,0.9333,9.3667
,David Hinton,0.4,0.56,0.96,0.12,0.12,0.2,0.72
,Jamelle Hagins,3.0909,7.6061,10.697,1.0606,0.9091,2.4242,11.6061
,Jordan Reves,2.697,5.4848,8.1818,1.0,1.1212,2.1515,8.5152
,Rob Chubb,2.3438,4.2188,6.5625,0.7812,0.4688,1.1562,8.75
,Brett Roseboro,2.2222,4.0556,6.2778,0.6111,0.6667,1.2778,9.8889
,Marquise Simmons,1.6552,3.2069,4.8621,0.2414,0.3448,0.2069,6.2069
,Ben Crenca,0.1429,0.6667,0.8095,0.0476,0.1905,0.2857,1.619
,Carl Baptiste,1.2727,2.9394,4.2121,0.303,0.4242,0.3939,4.0303
,Dan Jennings,2.6333,3.7333,6.3667,0.7333,0.4,0.9,8.5667
,Deniz Kilicli,2.0,2.3438,4.3438,1.0938,0.4688,0.4688,8.9375
,Richard Howell,3.7429,7.1143,10.8571,1.7143,1.0286,0.9143,12.7143
,Tomas Bruha,1.1176,0.9412,2.0588,0.0588,0.1176,0.1176,1.4118
,Sean McCarthy,1.4167,3.0,4.4167,0.2917,0.1667,0.7917,2.5833
22.0,Mason Plumlee,2.75,7.2222,9.9722,1.9444,1.0,1.4444,17.0833
,Zach Fields,0.7931,1.5172,2.3103,0.3448,0.2414,0.1724,3.1379
,Ronald Spencer,2.6154,2.8462,5.4615,0.5385,0.2308,0.7692,6.5385
,Torin Walker,0.7143,0.6429,1.3571,0.0357,0.0714,0.1429,2.3571
,Chris Manresa,2.16,5.12,7.28,1.08,0.56,0.56,8.92
,Aaron Geramipoor,0.8571,0.8571,1.7143,0.0,0.2857,0.1429,0.9048
,Dera Nd-Ezuma,0.5625,1.1875,1.75,0.375,0.2812,1.0625,2.5312
,Brian Fitzpatrick,0.4062,1.1562,1.5625,0.1875,0.0,0.1562,2.0312
,Chris Pelcher,2.0,4.2083,6.2083,0.7917,0.8333,1.4167,8.9167
,Raymond Gregory,1.5714,1.6429,3.2143,0.0714,0.2857,0.5,2.5
,Eddie Ludwig,1.5556,1.3333,2.8889,0.5556,0.3333,0.0,3.3333
,Matt LaBove,0.2083,0.4167,0.625,0.0833,0.0,0.0833,0.5
,Austin Johnson,1.1613,1.3226,2.4839,0.6774,0.2903,0.1613,5.6774
,Fahro Alihodzic,1.7812,2.625,4.4062,0.8125,1.0312,0.5938,9.5
,Jamell Harris,1.1935,2.8387,4.0323,0.5161,0.7097,0.9355,4.0968
,JT Sulton,1.3824,2.5588,3.9412,0.4118,0.5588,0.6176,6.2059
,Mouphtaou Yarou,2.7576,5.1212,7.8788,0.9091,0.6667,0.6364,9.9697
,Tony Peters,0.4211,0.5263,0.9474,0.8421,0.0526,0.0526,1.7895
,Kyle Barone,3.4138,6.4138,9.8276,1.7931,0.2759,1.1724,17.2759
,Louis Green,1.5172,2.5862,4.1034,0.2759,0.1379,0.6552,5.6207
,Dinko Marshavelski,0.5185,0.7037,1.2222,0.037,0.0741,0.1111,2.9259
,Raven Barber,1.375,1.5312,2.9062,0.25,0.125,0.375,5.0
,Stan Brown,2.1613,5.4839,7.6452,0.4516,0.4516,0.8387,11.5806
,Eric Obeysekere,1.4348,3.2609,4.6957,0.4783,0.3043,1.0435,4.1304
,Ruslan Pateev,1.0,1.2,2.2,0.3,0.1667,0.5667,2.7
,Stephan Van Treese,1.6486,1.4865,3.1351,0.2432,0.4865,0.2973,1.7297
,Cadarian Raines,2.75,3.625,6.375,0.5625,0.4062,1.0625,6.5938
,Michael Starks,1.5667,1.8667,3.4333,0.2,0.3,0.7333,3.1
,Marcus Ware,1.5667,2.4667,4.0333,0.5333,0.4667,0.1333,6.3667
,Reggie Johnson,2.2308,4.7692,7.0,0.8462,0.3846,0.9231,6.6923
,Ray Turner,2.2121,4.0303,6.2424,0.1515,0.4242,0.697,9.1818
,Josh Benson,1.4194,2.8065,4.2258,0.9355,0.5161,1.0323,10.5806
,Julius Brooks,1.3529,2.0588,3.4118,0.2059,0.2059,0.7059,4.5294
,O.J. Evans,1.25,1.9643,3.2143,0.25,0.3571,0.5714,3.3929
,Blake Metcalf,1.1429,2.8,3.9429,0.8857,0.4,0.6571,3.6857
,Jackie Carmichael,2.5152,6.7576,9.2727,0.8485,0.9697,2.0606,17.4242
,Daryl McCoy,3.2759,5.3103,8.5862,1.0,0.5517,0.2414,4.3793
57.0,Alex Oriakhi,3.1176,5.2941,8.4118,0.3529,0.5882,1.5882,11.2353
,Davon Jones,0.1875,0.375,0.5625,0.125,0.0625,0.0625,0.25
,Brendan Connolly,0.6923,1.7308,2.4231,0.8077,0.3077,0.2692,3.6538
,Colin Reddick,2.5862,3.5517,6.1379,1.6897,0.931,1.0,12.3448
,James Padgett,1.3429,2.3143,3.6571,0.5143,0.3429,0.2,5.2
,Gene Teague,2.7273,4.4242,7.1515,1.5152,0.2727,0.4545,11.1818
,Da'Shonte Riley,2.129,3.9032,6.0323,0.7742,1.0323,1.8065,3.8387
,Austin Pehl,0.44,1.08,1.52,0.32,0.16,0.04,0.76
,Cory Remekun,1.1515,1.7273,2.8788,0.3636,0.3636,1.1515,4.4848
44.0,Mike Muscala,2.9697,8.3333,11.303,2.3333,0.5152,2.3333,18.8788
,Matthew Hodgson,0.4839,1.4839,1.9677,0.1613,0.0645,0.8065,2.7742
,Mike Allison,2.3793,4.931,7.3103,0.069,0.3793,1.6552,6.5172
,Jordan Vandenberg,0.2609,0.4348,0.6957,0.0435,0.1739,0.3913,0.7391
,Lucas Devenny,1.4444,1.7407,3.1852,0.5185,0.2593,0.1852,1.7778
,Nigel Spikes,3.0323,4.0968,7.129,0.5806,0.7419,1.8065,5.5806
,Gregory Echenique,2.2778,4.3611,6.6389,0.4167,0.5556,1.7222,9.6944
,Adam Kemp,3.1613,5.4839,8.6452,0.3871,0.7419,2.1935,10.3871
,Baye Moussa Keita,1.95,1.775,3.725,0.15,0.55,1.15,3.725
,Jordan Latham,0.7812,1.4375,2.2188,0.6875,0.25,1.1562,4.0938
,Donte Williams,2.0345,2.7586,4.7931,0.2414,0.3103,1.2069,5.1379
,Ronald Roberts,3.5625,4.7812,8.3438,1.0,0.5312,0.9375,11.1562
,Riley Maye,0.3571,0.3571,0.7143,0.0,0.0714,0.2857,1.3571
,Matt Milk,0.2593,0.4444,0.7037,0.2222,0.037,0.1481,0.7037
,Shane Reybold,1.0,1.1923,2.1923,0.2308,0.4615,0.3462,1.9615
,Kammeon Holsey,2.129,2.5806,4.7097,1.0,0.3548,0.3226,8.8065
,Mikhail McLean,1.4,1.2,2.6,0.36,0.28,0.2,2.44
,Tyson Koehler,0.72,1.0,1.72,0.36,0.08,0.04,1.2
,Trent Wiedeman,1.6538,3.8462,5.5,0.6538,0.3846,0.4615,8.5385
,Gus Leeper,0.7727,1.3636,2.1364,0.1364,0.0,0.3182,2.9091
,Lamar Thomas,0.5,0.75,1.25,0.0625,0.125,0.4375,0.25
,Carl Engstrom,1.0,2.0,3.0,0.1667,0.5,1.0,3.1667
,Shawn Jones,2.0588,3.2941,5.3529,0.4118,0.3235,1.2647,8.5
,D.J. Haley,0.6552,1.2759,1.931,0.0,0.2069,0.6207,1.8621
,Trevor Charles,0.4,1.5,1.9,0.1,0.0,0.9,5.0
,Mitchell Patton,1.8077,3.2308,5.0385,0.9615,0.2308,1.0769,13.8077
,Brandon Goode,1.8788,3.4242,5.303,0.2121,0.4242,2.0,7.7273
,Justin Banks,1.6897,3.4138,5.1034,0.2414,0.1379,0.931,5.3448
,Alex Ogundadegbe,0.64,1.04,1.68,0.32,0.2,0.12,2.24
,Naofall Folahan,1.3103,2.0,3.3103,0.0345,0.0345,1.5172,2.9655
,Orlando Parker,1.6129,2.7097,4.3226,0.4839,0.7742,0.7419,5.5484
,Melvin Tabb,1.5,1.6765,3.1765,0.3529,0.2353,0.1765,4.0588
,Kevin Van Wijk,1.7273,3.7273,5.4545,0.6061,0.6061,0.5758,12.4242
,Patric Young,2.5946,3.6757,6.2703,0.8649,0.9189,1.5676,10.1081
,Jyles Smith,1.625,3.2812,4.9062,0.5625,1.0312,2.5312,2.75
,Brandon Garrett,1.7241,3.3103,5.0345,0.7931,0.6552,0.5517,6.6207
,Riley Barker,1.3103,2.4138,3.7241,0.3793,0.3103,1.1379,3.4828
,Khalil Kelley,1.697,2.0909,3.7879,0.697,0.2727,0.4848,5.3636
,Quincy Ukaigwe,0.0769,0.7692,0.8462,0.0,0.3077,0.0769,0.3077
,Trevor Gruis,1.5714,4.3929,5.9643,1.7857,0.6786,0.9643,12.4286
,Brandon Brekke,0.8333,3.3333,4.1667,0.1667,0.2222,0.1667,5.1111
,Nate Lubick,1.5312,3.875,5.4062,2.7812,0.6875,0.7812,7.125
,Jordan Prosser,1.4857,2.0571,3.5429,0.2,0.3143,0.0857,5.5429
,John Ryan,0.3182,1.0,1.3182,0.4091,0.1364,0.2273,1.8636
,Joshua Smith,1.6667,2.5,4.1667,0.3333,1.1667,0.5,5.1667
,Kregg Jones,0.2727,0.2727,0.5455,0.0909,0.0909,0.2727,0.6364
,Kadeem Batts,2.9706,4.2647,7.2353,1.0294,0.6471,0.6765,14.8235
,Tom Knight,1.2143,2.25,3.4643,0.75,0.2857,0.9286,5.5
,Storm Stanley,0.6154,0.3846,1.0,0.2308,0.1538,0.1538,1.0
,Ricardo Glenn,3.6452,4.3548,8.0,2.1935,0.7742,0.2258,10.3226
,Monty Brown,1.2647,1.2647,2.5294,0.1765,0.2353,0.5294,4.3235
,Daniel Coursey,1.3824,2.4118,3.7941,0.1765,0.4118,1.2941,7.5
,Juvonte Reddic,3.3889,4.6944,8.0833,0.6389,1.3889,0.8611,14.6389
,Enosch Wolf,1.1818,2.2273,3.4091,0.6364,0.3636,0.8636,3.4091
,Zach Jones,0.8519,1.2222,2.0741,0.3333,0.2222,0.3704,2.6296
,Tawaski King,2.8387,3.7097,6.5484,1.0,0.8065,0.6129,11.1613
,Kyle Tresnak,1.9143,3.6571,5.5714,0.4286,0.6286,1.1143,12.0
,Eric Hutchison,0.6429,1.5,2.1429,0.2143,0.2857,0.5357,3.3214
,Cameron Black,1.0333,3.3667,4.4,0.6667,0.6667,1.0667,3.3333
,Travis Carroll,0.8485,0.7273,1.5758,0.2424,0.1515,0.3636,1.8485
,Drew McGhee,1.125,1.0833,2.2083,0.3333,0.125,0.25,5.1667
,Justin Jackson,1.6333,3.4333,5.0667,1.4667,0.9667,1.3667,3.8333
