,player_name,team,conf,GP,Min_per,Ortg,usg,eFG,TS_per,ORB_per,DRB_per,AST_per,TO_per,FTM,FTA,FT_per,twoPM,twoPA,twoP_per,TPM,TPA,TP_per,blk_per,stl_per,ftr,yr,ht,num,porpag,adjoe,pfr,year,pid,type,Rec Rank,ast/tov,rimmade,rimmade+rimmiss,midmade,midmade+midmiss,rimmade/(rimmade+rimmiss),midmade/(midmade+midmiss),dunksmade,dunksmiss+dunksmade,dunksmade/(dunksmade+dunksmiss),pick,drtg,adrtg,dporpag,stops,bpm,obpm,dbpm,gbpm,mp,ogbpm,dgbpm,oreb,dreb,treb,ast,stl,blk,pts,position,Unnamed: 65
18360,Andy Smeathers,Butler,Horz,22,7.8,75.8,17.1,32.1,31.78,2.0,12.4,3.9,6.3,0,1,0.0,3,8,0.375,7,34,0.206,0.0,0.5,2.4,Fr,6-Jun,0,-0.187781,73.7866,6.7,2012,38097,all,34.0,1.0,1.0,2.0,2.0,6.0,0.5,0.3333,1.0,1.0,1.0,,98.1526,98.5361,0.494475,16.6938,-5.87767,-3.55127,-2.3264,-7.00423,5.1818,-6.08159,-0.922635,0.0909,0.5,0.5909,0.0909,0.0455,0.0,1.2273,Stretch 4,18.4564
18361,Robert Sampson,East Carolina,CUSA,26,49.2,97.2,16.6,54.0,54.81,9.2,21.5,4.4,23.2,16,27,0.593,34,74,0.459,22,50,0.44,3.3,2.7,21.8,So,8-Jun,12,0.72577,94.5918,4.6,2012,38244,all,25.2,0.32354514,27.0,49.0,7.0,25.0,0.551,0.28,9.0,11.0,0.8182,,95.2703,93.773,2.30812,115.082,0.919986,-1.04452,1.96451,0.864232,20.6154,-0.0747916,0.939023,1.6154,3.6538,5.2692,0.4231,0.9231,0.6154,5.7692,Stretch 4,5.63334
18441,James Hulbin,Northwestern St.,Slnd,28,55.4,115.5,22.4,55.6,57.98,8.2,18.8,7.6,12.4,63,93,0.677,84,151,0.556,34,92,0.37,3.5,1.3,38.3,Sr,8-Jun,33,2.6064,117.825,3.3,2013,5388,all,,0.71869804,56.0,72.0,28.0,79.0,0.7778,0.3544,24.0,26.0,0.9231,,97.8428,100.858,1.92438,127.959,2.69267,3.30427,-0.611591,4.30692,22.1429,5.21358,-0.906659,1.75,4.0357,5.7857,0.8214,0.5357,0.8571,11.8929,Stretch 4,7.99924
18468,Renaldo Woolridge,USC,P12,20,8.1,87.6,15.2,31.7,32.31,8.8,18.5,9.1,3.7,1,2,0.5,5,15,0.333,3,15,0.2,2.0,2.3,6.7,Sr,9-Jun,0,0.0335168,85.7666,1.9,2013,7253,all,87.0,4.99999993,3.0,6.0,2.0,9.0,0.5,0.2222,1.0,2.0,0.5,,97.1092,93.2032,0.588369,20.8716,1.85476,0.123515,1.73125,2.6406,5.25,0.851924,1.78868,0.4,0.85,1.25,0.25,0.2,0.1,1.0,Stretch 4,8.47686
18525,Ari Stewart,USC,P12,18,15.2,74.9,22.6,38.5,39.93,5.3,13.9,3.2,21.4,4,5,0.8,12,28,0.429,11,46,0.239,3.7,1.2,6.8,Jr,7-Jun,5,-0.113309,80.8787,3.5,2013,10349,all,91.0,0.18753517,4.0,7.0,7.0,19.0,0.5714,0.3684,2.0,3.0,0.6667,,100.2,96.2465,1.11087,34.4661,-3.69722,-3.63596,-0.0612534,-3.54859,10.9444,-3.27517,-0.273425,0.5,1.3333,1.8333,0.1667,0.2222,0.3889,3.3889,Stretch 4,13.853
18558,Brock Motum,Washington St.,P12,32,87.7,104.4,28.9,50.3,54.18,6.7,15.6,8.5,15.1,120,162,0.741,171,340,0.503,45,134,0.336,2.9,1.1,34.2,Sr,9-Jun,12,4.42634,120.277,2.6,2013,10665,all,67.2,0.45457567,132.0,208.0,39.0,132.0,0.6346,0.2955,3.0,4.0,0.75,,99.8867,96.4876,3.57972,196.368,1.97677,2.08251,-0.105745,4.01229,35.3438,4.16664,-0.154358,1.9062,4.375,6.2812,1.0938,0.625,0.8125,18.6562,Stretch 4,7.59065
18565,Bill Edwards,Miami OH,MAC,5,8.3,104.8,25.1,56.9,59.2,4.9,14.4,23.1,21.8,5,6,0.833,7,19,0.368,9,17,0.529,2.5,1.8,16.7,Jr,6-Jun,12,1.79494,109.767,5.2,2013,10710,all,51.4,1.0,5.0,6.0,2.0,13.0,0.8333,0.1538,0.0,0.0,,,107.941,99.8771,1.85141,12.6884,-0.49955,1.06884,-1.56839,2.63759,20.0,2.22746,0.410138,0.8,2.2,3.0,1.8,0.6,0.4,9.2,Stretch 4,9.73778
18593,Dorvell Carter,Marist,MAAC,13,11.7,99.4,23.9,48.2,51.92,5.5,18.1,11.4,15.0,12,16,0.75,13,24,0.542,9,31,0.29,0.7,0.4,29.1,Sr,6-Jun,1,0.770186,104.099,2.4,2013,10959,all,21.8,0.77784197,8.0,11.0,5.0,13.0,0.7273,0.3846,0.0,0.0,,,105.248,107.387,0.706173,23.674,-3.35063,0.277004,-3.62763,-2.03432,11.3077,1.16872,-3.20304,0.5385,1.7692,2.3077,0.5385,0.0769,0.0769,5.0,Stretch 4,12.3231
18607,Trevor Noack,Belmont,OVC,31,70.1,109.4,20.2,54.8,56.06,7.7,16.0,3.8,12.9,40,61,0.656,111,211,0.526,36,90,0.4,1.6,1.3,20.3,Sr,7-Jun,30,2.33723,107.918,4.0,2013,11045,all,,0.43589537,89.0,152.0,22.0,59.0,0.5855,0.3729,0.0,0.0,,,97.1695,95.7716,2.93269,156.189,-0.243628,0.675304,-0.918932,0.0473891,28.1613,0.945636,-0.898247,1.6774,3.8387,5.5161,0.5484,0.6452,0.3871,11.9355,Stretch 4,6.01416
18613,Milton Jennings,Clemson,ACC,29,68.9,99.2,21.8,48.8,51.54,4.9,21.4,14.9,19.6,49,72,0.681,63,127,0.496,40,125,0.32,3.9,2.2,28.6,Sr,9-Jun,24,1.9452,102.94,4.3,2013,11101,all,95.8,0.98244721,40.0,54.0,23.0,73.0,0.7407,0.3151,10.0,11.0,0.9091,,92.1744,88.6859,3.80313,174.793,4.78291,0.941801,3.84111,4.22953,29.4483,1.20042,3.02911,1.2069,5.2414,6.4483,1.931,1.0,1.0345,10.1724,Stretch 4,9.38687
18624,Nikola Cerina,Northwestern,B10,14,6.9,83.4,16.3,43.3,42.03,8.0,13.2,7.5,17.9,4,11,0.364,5,10,0.5,1,5,0.2,5.0,0.7,73.3,Jr,9-Jun,45,0.0232874,84.9595,3.6,2013,11158,all,,0.75008754,5.0,8.0,0.0,2.0,0.625,0.0,1.0,1.0,1.0,,103.413,95.2741,0.675668,14.1008,-2.35166,-3.52402,1.17236,-3.8363,6.3571,-3.21562,-0.620685,0.4286,0.7143,1.1429,0.2143,0.0714,0.2857,1.2143,Stretch 4,3.65735
18630,David Jeune,North Florida,ASun,31,60.4,86.4,14.2,37.8,42.55,10.6,13.5,10.8,29.9,25,35,0.714,21,46,0.457,15,69,0.217,1.6,1.4,30.4,Sr,7-Jun,24,-0.49936,77.9477,5.1,2013,11213,all,,0.83020412,20.0,35.0,1.0,11.0,0.5714,0.0909,5.0,6.0,0.8333,,105.374,107.097,1.57672,126.149,-0.90777,-1.1795,0.271734,-4.16292,24.1613,-3.60824,-0.554684,2.1613,2.9032,5.0645,1.4194,0.5806,0.4194,3.6129,Stretch 4,5.54049
18643,Nick Wright,Old Dominion,CAA,28,47.2,95.4,20.5,36.9,43.55,10.2,12.7,4.8,15.0,54,73,0.74,53,134,0.396,9,46,0.196,2.6,1.2,40.6,Sr,8-Jun,1,0.725774,94.2422,3.5,2013,11363,all,31.0,0.44829586,39.0,74.0,14.0,59.0,0.527,0.2373,4.0,5.0,0.8,,109.49,109.099,1.17975,86.8819,-5.24646,-1.88547,-3.36099,-4.32589,20.3214,-1.46411,-2.86179,1.9286,2.1429,4.0714,0.4643,0.3929,0.4643,6.6786,Stretch 4,4.87415
18658,Tyler Griffey,Illinois,B10,34,54.1,115.4,16.5,53.8,55.07,6.5,12.8,5.6,11.6,21,30,0.7,50,92,0.543,42,118,0.356,2.7,1.3,14.3,Sr,9-Jun,42,2.48106,116.934,3.6,2013,11470,all,81.2,0.82601621,25.0,33.0,25.0,59.0,0.7576,0.4237,7.0,7.0,1.0,,101.135,94.7013,2.34379,120.18,4.85264,3.43445,1.41819,4.84692,21.6471,3.45806,1.38885,1.2647,2.2353,3.5,0.5588,0.4706,0.5,7.2647,Stretch 4,9.80856
18664,Mike Hart,Gonzaga,WCC,34,42.6,161.4,7.4,75.0,73.63,15.3,12.2,10.3,11.4,13,20,0.65,9,15,0.6,12,21,0.571,0.8,3.0,55.6,Sr,6-Jun,30,3.10025,136.369,4.7,2013,11497,all,,4.74968102,8.0,14.0,1.0,1.0,0.5714,1.0,0.0,0.0,,,92.1541,89.2058,2.16856,111.031,13.6009,8.88977,4.71111,8.68043,17.0294,4.80541,3.87501,2.0294,1.8824,3.9118,1.1176,0.8235,0.1176,1.9706,Stretch 4,2.21526
18676,John Dickson,Sacramento St.,BSky,27,68.9,95.2,26.7,42.7,46.89,7.5,16.5,8.5,13.3,62,81,0.765,92,215,0.428,26,92,0.283,3.8,2.0,26.4,Sr,6-Jun,32,1.36232,98.1514,3.7,2013,11687,all,,0.57141936,45.0,74.0,47.0,141.0,0.6081,0.3333,6.0,7.0,0.8571,,100.795,103.753,2.118,142.679,-1.64791,-1.44866,-0.199251,-1.36377,27.5556,-0.156644,-1.20713,1.7778,3.7778,5.5556,0.8889,0.8519,0.8889,12.0,Stretch 4,7.77945
18681,David Imes,Hofstra,CAA,30,70.2,88.6,17.0,41.5,44.3,5.4,15.4,7.5,19.7,31,42,0.738,52,120,0.433,30,114,0.263,3.3,1.5,17.9,Sr,7-Jun,5,-0.0592257,83.3151,3.2,2013,11713,all,,0.56249998,33.0,51.0,19.0,69.0,0.6471,0.2754,8.0,9.0,0.8889,,102.094,101.77,2.42786,152.325,-1.47095,-2.82837,1.35742,-2.00991,29.2333,-2.45311,0.443202,1.4667,3.6667,5.1333,0.9,0.7,0.8667,7.5,Stretch 4,7.97577
18699,Will Townsville,Delaware,CAA,13,5.4,58.1,8.7,16.7,16.67,6.5,11.8,2.5,9.6,0,0,0.0,2,7,0.286,0,5,0.0,0.0,0.0,0.0,Sr,3-Jun,31,-0.667976,48.1442,3.3,2013,11861,all,,1.0,1.0,2.0,1.0,5.0,0.5,0.2,0.0,0.0,,,107.526,105.902,0.373627,9.67189,-7.86848,-4.4263,-3.44218,-9.12801,5.5385,-6.03998,-3.08803,0.3077,0.6154,0.9231,0.0769,0.0,0.0,0.3077,Stretch 4,4.1295
18718,Josh Figini,Cornell,Ivy,30,29.2,104.2,16.5,49.5,51.78,5.5,11.8,3.1,11.4,11,13,0.846,26,54,0.481,16,47,0.34,3.7,2.6,12.9,Sr,9-Jun,34,0.58178,98.2747,4.5,2013,11992,all,,0.45459506,10.0,17.0,16.0,37.0,0.5882,0.4324,2.0,3.0,0.6667,,103.063,104.122,0.881796,64.9814,-0.444955,0.256957,-0.701913,0.599172,11.6667,0.445036,0.154136,0.5667,1.0667,1.6333,0.1667,0.5,0.3667,3.7,Stretch 4,8.03907
18737,Toarlyn Fitzpatrick,South Florida,BE,31,83.9,97.0,18.3,46.7,48.27,5.7,12.7,6.7,14.7,28,40,0.7,57,127,0.449,55,172,0.32,2.9,1.6,13.4,Sr,8-Jun,32,1.86428,99.9056,3.3,2013,12114,all,34.2,0.67442869,48.0,90.0,9.0,38.0,0.5333,0.2368,6.0,9.0,0.6667,,101.671,97.1563,3.34922,167.143,3.08529,1.00149,2.0838,1.18259,34.3871,0.397348,0.785245,1.6774,3.5806,5.2581,0.9355,0.8065,0.871,9.9032,Stretch 4,10.7662
18748,Adam Young,Cal St. Bakersfield,ind,26,63.7,96.9,18.0,41.5,46.81,6.7,15.6,10.8,16.3,47,65,0.723,35,86,0.407,24,85,0.282,1.8,1.9,38.0,Sr,8-Jun,21,0.78174,92.7483,5.3,2013,12199,all,,1.03033413,23.0,42.0,12.0,44.0,0.5476,0.2727,0.0,0.0,,,101.791,102.901,2.03311,121.573,0.201859,-0.218444,0.420303,-1.77485,25.9615,-1.66128,-0.113568,1.5385,3.1154,4.6538,1.3077,0.8077,0.3846,7.2692,Stretch 4,7.52746
18770,Phil Beans,Holy Cross,Pat,28,53.3,112.5,19.3,55.1,59.27,6.4,12.2,6.7,14.6,44,50,0.88,45,93,0.484,39,95,0.411,1.7,0.6,26.6,Sr,9-Jun,44,2.09822,109.555,3.9,2013,12334,all,,0.62073961,29.0,43.0,16.0,50.0,0.6744,0.32,0.0,1.0,0.0,,105.662,106.786,1.56382,98.3243,0.632468,2.10975,-1.47728,0.787219,23.6786,1.89981,-1.11259,1.2143,2.5,3.7143,0.6429,0.2143,0.3571,8.9643,Stretch 4,9.19898
18774,Nathan Healy,Appalachian St.,SC,29,87.3,112.4,19.5,54.5,57.44,4.8,20.6,8.5,14.2,60,75,0.8,105,198,0.53,50,132,0.379,4.3,3.1,22.7,Sr,7-Jun,11,2.74876,106.586,3.0,2013,12347,all,,0.81629875,56.0,86.0,49.0,112.0,0.6512,0.4375,5.0,6.0,0.8333,,98.6684,100.775,3.04527,231.801,4.15236,1.82289,2.32947,4.17411,35.8276,2.78299,1.39112,1.4828,6.1034,7.5862,1.3793,1.8966,1.4828,14.4828,Stretch 4,7.47126
18784,Malik Thomas,Boston University,AE,30,57.3,102.8,19.7,51.9,53.83,9.3,18.4,11.5,19.3,28,41,0.683,65,131,0.496,20,52,0.385,3.2,2.7,22.4,So,7-Jun,31,1.46013,102.271,3.5,2013,12422,all,30.2,0.90699779,41.0,71.0,24.0,60.0,0.5775,0.4,3.0,4.0,0.75,,93.4107,96.2936,2.35385,147.308,3.11968,0.546422,2.57326,2.2566,23.1,1.10288,1.15372,1.7333,3.6,5.3333,1.3,1.0333,0.6667,7.2667,Stretch 4,4.59318
18800,Kevin Parrom,Arizona,P12,35,58.7,125.8,17.5,58.6,61.62,9.1,16.0,16.0,15.4,52,68,0.765,56,97,0.577,42,106,0.396,1.0,1.5,33.5,Sr,6-Jun,3,3.5309,127.227,3.1,2013,12662,all,81.6,1.81089761,43.0,52.0,13.0,45.0,0.8269,0.2889,0.0,0.0,,,96.4381,92.1696,2.7494,146.562,9.05797,6.94846,2.10951,8.09169,23.5714,6.13914,1.95255,1.7143,3.2286,4.9429,1.9143,0.5714,0.2286,8.2857,Stretch 4,7.71821
18805,Ryan Hargrave,Presbyterian,BSth,20,21.8,89.1,17.1,34.9,41.35,4.8,16.6,7.7,10.3,14,15,0.933,16,37,0.432,4,26,0.154,0.0,0.0,23.8,Sr,6-Jun,5,-0.124608,81.0521,5.5,2013,12672,all,,1.28571427,7.0,17.0,9.0,20.0,0.4118,0.45,0.0,0.0,,,116.925,121.24,0.203801,34.5086,-9.23956,-3.48182,-5.75773,-9.55242,12.75,-5.48248,-4.06994,0.45,1.65,2.1,0.45,0.0,0.0,2.9,Stretch 4,6.55081
18817,Zach Bohannon,Wisconsin,B10,17,5.6,99.1,15.4,53.3,47.62,12.8,20.7,5.1,15.9,1,6,0.167,5,10,0.5,2,5,0.4,2.5,1.6,40.0,Sr,6-Jun,34,0.180741,94.9722,3.0,2013,12769,all,23.4,0.66628899,5.0,9.0,0.0,1.0,0.5556,0.0,0.0,0.0,,,87.6446,84.2827,0.679647,15.4536,2.46975,-0.785141,3.25489,1.93815,4.7059,-0.235208,2.17335,0.5294,0.8235,1.3529,0.1176,0.1176,0.1176,1.0,Stretch 4,4.09428
18833,Ryan Broekhoff,Valparaiso,Horz,33,80.2,119.9,23.5,56.5,62.04,5.3,23.0,15.7,15.8,118,134,0.881,75,154,0.487,83,199,0.417,2.6,2.0,38.0,Sr,7-Jun,45,4.59697,125.225,1.7,2013,12925,all,15.6,1.17185734,53.0,80.0,20.0,72.0,0.6625,0.2778,5.0,5.0,1.0,,92.9475,93.5129,3.60347,216.353,7.76371,5.39982,2.36389,9.07982,32.1818,7.45825,1.62157,1.2121,6.0606,7.2727,2.2727,1.0303,0.8182,15.6667,Stretch 4,11.4984
18858,Nick Greenbacker,Sacred Heart,NEC,29,47.0,92.0,13.3,52.5,52.49,4.7,11.7,8.9,27.7,9,18,0.5,41,66,0.621,8,35,0.229,5.1,2.1,17.8,Sr,9-Jun,30,-0.215197,80.6056,5.0,2013,13097,all,,0.74289503,34.0,47.0,7.0,19.0,0.7234,0.3684,0.0,0.0,,,108.009,107.738,1.18526,102.111,-0.075466,-1.75113,1.67566,-1.845,18.9655,-3.02363,1.17863,0.7586,1.9655,2.7241,0.8966,0.6897,0.9655,3.9655,Stretch 4,3.68437
18875,Robert Covington,Tennessee St.,OVC,21,52.5,104.9,26.4,47.9,53.79,10.0,18.2,10.0,18.2,80,96,0.833,75,171,0.439,34,92,0.37,6.2,4.0,36.5,Sr,9-Jun,33,3.12846,113.109,3.8,2013,13215,all,,0.51851133,42.0,71.0,33.0,100.0,0.5915,0.33,13.0,15.0,0.8667,,95.433,94.2869,3.38683,158.872,5.34517,2.18947,3.15571,6.11365,31.2381,4.1736,1.94005,2.619,4.9048,7.5238,1.3333,2.1429,1.7619,15.8095,Stretch 4,8.1535
18912,Jake Koch,Northern Iowa,MVC,34,72.2,101.9,23.5,47.1,54.91,6.3,21.2,16.0,20.3,117,147,0.796,87,162,0.537,23,96,0.24,4.9,2.6,57.0,Sr,9-Jun,20,2.58246,109.667,3.1,2013,13463,all,,0.93331521,61.0,85.0,26.0,77.0,0.7176,0.3377,6.0,6.0,1.0,,91.0149,87.623,3.83722,216.511,6.25437,1.19356,5.06081,5.66431,29.2059,2.0051,3.65921,1.3824,4.9118,6.2941,2.0588,1.2059,1.2353,10.5882,Stretch 4,6.11869
18944,Gideon Gamble,Winthrop,BSth,28,67.9,93.5,22.0,45.3,47.05,2.1,15.8,15.3,16.1,24,34,0.706,60,140,0.429,38,118,0.322,3.0,1.4,13.2,Sr,7-Jun,2,0.99033,94.4101,3.0,2013,13651,all,50.6,1.04760003,12.0,19.0,45.0,117.0,0.6316,0.3846,1.0,1.0,1.0,,100.75,104.137,2.05175,132.267,-0.464874,-0.906722,0.441848,0.283288,27.2857,0.515175,-0.231887,0.4643,3.4643,3.9286,1.5714,0.5714,0.6786,9.2143,Stretch 4,9.99255
18993,Brandon James,Colgate,Pat,26,37.6,92.8,26.9,48.8,53.05,7.0,23.2,12.7,22.8,46,63,0.73,52,100,0.52,20,68,0.294,1.3,1.6,37.5,Sr,6-Jun,22,1.03445,100.028,5.1,2013,14005,all,,0.53061656,36.0,57.0,16.0,43.0,0.6316,0.3721,2.0,2.0,1.0,,100.601,101.14,1.5887,98.7595,-2.24729,-1.36696,-0.880329,-1.86346,18.5769,-1.03979,-0.823667,1.1154,3.8462,4.9615,1.0,0.5,0.2308,8.0769,Stretch 4,8.50639
19011,Booker Hucks,LIU Brooklyn,NEC,28,25.0,122.0,17.6,64.9,66.88,8.0,13.0,2.9,17.8,14,15,0.933,24,36,0.667,32,75,0.427,3.4,0.7,13.5,Sr,6-Jun,20,1.25693,113.605,4.8,2013,14108,all,,0.26318891,23.0,31.0,1.0,5.0,0.7419,0.2,2.0,2.0,1.0,,109.884,114.213,0.494729,55.2395,-0.131581,3.1709,-3.30248,1.43972,12.25,3.90875,-2.46903,0.8214,1.3929,2.2143,0.1786,0.1429,0.4286,5.6429,Stretch 4,12.3264
19013,Ryan Kelly,Duke,ACC,23,46.1,121.1,20.8,53.5,58.64,6.9,14.3,11.0,9.7,69,85,0.812,61,129,0.473,35,83,0.422,5.4,1.4,40.1,Sr,11-Jun,34,4.53064,129.13,3.3,2013,14133,all,97.0,1.65219998,22.0,40.0,39.0,88.0,0.55,0.4432,2.0,2.0,1.0,48.0,94.8199,88.6349,3.7335,129.644,10.0914,6.13751,3.95393,9.95268,28.8696,6.64774,3.30494,1.6087,3.6957,5.3043,1.6522,0.6957,1.6087,12.8696,Stretch 4,7.30788
19014,Madut Bol,Southern,SWAC,29,21.2,120.3,8.4,64.3,62.6,5.2,10.2,3.9,14.4,5,10,0.5,6,15,0.4,8,13,0.615,3.3,1.4,35.7,Sr,9-Jun,35,0.366967,95.9781,6.0,2013,14138,all,,1.0,3.0,4.0,3.0,11.0,0.75,0.2727,0.0,0.0,,,93.5455,100.142,0.788583,41.9748,1.06615,-0.901211,1.96736,0.188974,8.7586,-1.72391,1.91288,0.3793,0.8276,1.2069,0.1724,0.2069,0.2759,1.4138,Stretch 4,3.21707
19094,Matt Vogrich,Michigan,B10,25,8.1,85.4,11.4,32.6,36.14,3.0,16.0,5.0,13.2,3,4,0.75,3,7,0.429,3,16,0.188,0.0,1.0,17.4,Sr,4-Jun,13,-0.112012,77.4478,2.6,2013,14770,all,77.8,1.33333333,2.0,3.0,1.0,4.0,0.6667,0.25,0.0,0.0,,,100.158,95.5059,0.527403,20.1932,-0.294043,-0.394781,0.100738,-2.0098,5.0,-2.7415,0.731701,0.12,0.68,0.8,0.16,0.08,0.0,0.72,Stretch 4,8.05316
19112,Rod Odom,Vanderbilt,SEC,33,75.1,98.3,21.5,45.7,48.89,6.9,11.0,7.0,13.0,70,109,0.642,54,143,0.378,55,156,0.353,3.1,1.0,36.5,Jr,8-Jun,45,2.05628,103.627,3.0,2013,14946,all,79.8,0.65118959,27.0,44.0,27.0,99.0,0.6136,0.2727,4.0,5.0,0.8,,99.2676,96.0868,3.10861,155.116,2.0552,1.17177,0.883427,1.75938,30.2727,1.46281,0.296568,1.7273,2.7879,4.5152,0.8485,0.4848,0.7879,10.3939,Stretch 4,10.1244
19117,Doug McDermott,Creighton,MVC,36,79.0,121.3,31.7,62.3,67.19,7.1,20.9,12.4,15.9,189,216,0.875,207,361,0.573,77,157,0.49,0.2,0.4,41.7,Jr,7-Jun,3,6.68196,144.82,2.0,2013,14955,all,69.2,0.6128982,134.0,197.0,74.0,166.0,0.6802,0.4458,4.0,4.0,1.0,11.0,97.5417,94.353,3.46083,202.421,6.33238,6.75132,-0.418947,10.3331,31.6111,10.3787,-0.0455893,1.6111,6.0556,7.6667,1.5833,0.2222,0.0556,23.1667,Stretch 4,8.49014
19128,John Wilkins,Illinois St.,MVC,33,49.5,113.8,16.7,56.9,60.41,9.1,9.5,7.1,18.2,40,50,0.8,49,86,0.57,28,74,0.378,4.0,1.1,31.3,Sr,9-Jun,13,1.84114,110.675,5.5,2013,14993,all,,0.71431263,26.0,35.0,23.0,51.0,0.7429,0.451,9.0,9.0,1.0,,101.654,98.9747,1.85202,109.071,4.42023,3.09362,1.3266,2.33291,19.9697,1.74895,0.583965,1.5758,1.697,3.2727,0.7576,0.3636,0.7273,6.7273,Stretch 4,6.42095
19133,Kyle Kelm,Milwaukee,Horz,24,41.2,98.8,14.4,42.7,48.9,6.6,12.9,9.6,17.5,30,39,0.769,29,58,0.5,8,38,0.211,1.8,0.7,40.6,Jr,9-Jun,3,0.547223,91.5851,2.5,2013,15013,all,38.2,1.0,23.0,35.0,6.0,23.0,0.6571,0.2609,3.0,3.0,1.0,,109.159,109.758,1.15023,74.9532,-2.48766,-1.2071,-1.28056,-1.45053,20.9583,-0.6985,-0.752028,1.25,2.2917,3.5417,0.875,0.25,0.375,4.6667,Stretch 4,4.57926
19145,Blake Foeman,Denver,WAC,24,19.6,90.8,13.3,47.4,49.62,2.9,6.7,10.8,23.9,5,7,0.714,8,11,0.727,7,28,0.25,2.3,0.0,17.9,Jr,7-Jun,14,-0.108093,80.9216,3.2,2013,15109,all,,1.16659999,5.0,6.0,3.0,5.0,0.8333,0.6,0.0,0.0,,,102.587,102.361,0.853338,25.8044,-4.78344,-2.58849,-2.19495,-3.09117,10.5,-2.05533,-1.03585,0.2083,0.5,0.7083,0.5833,0.0,0.2083,1.75,Stretch 4,7.3976
19178,Travis Nichols,St. Francis NY,NEC,28,41.4,115.8,24.4,51.4,55.5,10.3,16.0,4.5,10.6,43,47,0.915,59,111,0.532,36,109,0.33,0.6,1.1,21.4,Sr,4-Jun,14,2.18698,119.269,5.1,2013,15344,all,,0.45449917,42.0,62.0,17.0,49.0,0.6774,0.3469,0.0,0.0,,,106.22,107.572,1.13363,82.6279,-0.636488,3.58311,-4.21959,2.22127,17.8214,4.48941,-2.26814,1.7143,2.3929,4.1071,0.3571,0.3214,0.1071,9.6071,Stretch 4,12.8407
19179,Shawntez Patterson,Alabama St.,SWAC,26,52.6,79.3,21.2,39.7,40.79,5.3,15.8,6.3,20.9,25,52,0.481,37,110,0.336,33,108,0.306,3.0,1.5,23.9,Sr,7-Jun,23,-0.577532,77.2641,4.3,2013,15350,all,8.0,0.38777457,10.0,27.0,23.0,77.0,0.3704,0.2987,1.0,1.0,1.0,,103.668,112.087,1.21335,116.632,-5.73724,-3.74704,-1.99021,-6.45374,25.3077,-4.1099,-2.34384,1.2308,3.5,4.7308,0.7308,0.6538,0.6923,7.6154,Stretch 4,9.7686
19202,Rj Mahurin,Indiana St.,MVC,32,59.7,107.6,21.1,52.5,55.71,6.7,13.3,4.4,11.9,67,97,0.691,67,122,0.549,40,120,0.333,3.6,1.5,40.1,Jr,8-Jun,31,2.3331,112.063,3.8,2013,15461,all,27.0,0.4375,41.0,58.0,26.0,65.0,0.7069,0.4,0.0,0.0,,,98.8029,94.368,2.61284,139.153,3.36896,2.19562,1.17334,4.21488,24.25,3.07323,1.14165,1.3125,2.8125,4.125,0.4375,0.5938,0.8125,10.0312,Stretch 4,9.41905
19222,Chase Fieler,Florida Gulf Coast,ASun,35,70.2,119.6,19.4,61.8,64.02,9.1,12.7,11.4,17.6,71,96,0.74,126,198,0.636,33,86,0.384,5.4,2.0,33.8,Jr,8-Jun,20,3.30376,117.821,4.0,2013,15604,all,,0.93219434,108.0,153.0,18.0,45.0,0.7059,0.4,54.0,59.0,0.9153,,96.0785,96.5287,2.86129,194.498,7.59568,4.16878,3.4269,6.55559,28.3714,4.44402,2.11157,2.2286,3.2857,5.5143,1.5714,1.0,1.3714,12.0571,Stretch 4,4.97065
19232,Jerry Evans Jr.,Nevada,MWC,28,62.9,101.6,16.4,48.5,51.75,8.2,15.8,9.7,18.8,36,51,0.706,52,100,0.52,20,69,0.29,1.0,1.9,30.2,Jr,8-Jun,2,1.44009,99.3099,3.8,2013,15670,all,,0.87177834,26.0,40.0,26.0,60.0,0.65,0.4333,1.0,2.0,0.5,,105.909,102.378,2.19903,136.241,1.66866,1.43201,0.236648,0.336535,27.1786,0.478948,-0.142413,1.8929,3.5714,5.4643,1.2143,0.8571,0.25,7.1429,Stretch 4,5.44752
19255,Chris Czerapowicz,Davidson,SC,33,64.4,112.8,16.4,53.3,54.57,4.4,18.4,3.9,7.5,19,24,0.792,52,109,0.477,57,149,0.383,0.7,0.8,9.3,Jr,7-Jun,35,1.85079,104.616,3.5,2013,15852,all,,0.94099378,23.0,39.0,29.0,70.0,0.5897,0.4143,0.0,0.0,,,96.6887,98.1852,2.47681,145.874,1.36351,2.07206,-0.708543,2.09702,25.8485,2.55004,-0.45302,0.8788,4.0303,4.9091,0.4848,0.3333,0.1818,8.9091,Stretch 4,10.809
19285,Rob Loe,Saint Louis,A10,35,57.0,100.2,18.6,49.2,52.65,5.8,12.5,11.1,18.5,49,71,0.69,54,106,0.509,29,92,0.315,1.3,1.2,35.9,Jr,11-Jun,51,1.37646,101.317,4.8,2013,16049,all,,0.93334377,44.0,69.0,10.0,37.0,0.6377,0.2703,4.0,4.0,1.0,,92.3857,89.7404,2.85861,132.234,3.59366,1.27463,2.31904,1.72832,22.9429,0.00638043,1.72194,1.0571,2.3714,3.4286,1.2,0.4286,0.2857,6.9714,Stretch 4,7.04448
