,player_name,team,conf,GP,Min_per,Ortg,usg,eFG,TS_per,ORB_per,DRB_per,AST_per,TO_per,FTM,FTA,FT_per,twoPM,twoPA,twoP_per,TPM,TPA,TP_per,blk_per,stl_per,ftr,yr,ht,num,porpag,adjoe,pfr,year,pid,type,Rec Rank,ast/tov,rimmade,rimmade+rimmiss,midmade,midmade+midmiss,rimmade/(rimmade+rimmiss),midmade/(midmade+midmiss),dunksmade,dunksmiss+dunksmade,dunksmade/(dunksmade+dunksmiss),pick,drtg,adrtg,dporpag,stops,bpm,obpm,dbpm,gbpm,mp,ogbpm,dgbpm,oreb,dreb,treb,ast,stl,blk,pts,position,Unnamed: 65
4850,Damion James,Texas,B12,34,74.8,115.6,25.5,54.4,57.83,11.0,23.9,6.1,14.1,155,230,0.674,174,325,0.535,36,94,0.383,3.6,3.0,54.9,Sr,7-Jun,5,4.72214,129.966,3.9,2010,825,all,96.8,0.47826942,110.0,151.0,64.0,174.0,0.7285,0.3678,29.0,30.0,0.9667,24.0,87.0914,82.4905,4.57189,274.792,8.40478,5.14642,3.25836,9.92271,30.2647,7.03914,2.88357,3.1471,7.1471,10.2941,0.9706,1.6765,1.1765,17.9706,PF/C,4.90991
4853,Sai'Quon Stone,Southern Miss,CUSA,30,64.3,101.8,14.9,37.5,54.27,8.6,9.2,7.2,24.6,92,116,0.793,36,95,0.379,0,1,0.0,0.7,1.2,120.8,Jr,6-Jun,14,1.02981,96.0524,4.0,2010,834,all,55.0,0.61362242,16.0,33.0,20.0,62.0,0.4848,0.3226,0.0,0.0,,,99.6482,98.6475,2.48428,115.779,1.63619,0.0765578,1.55963,0.0622385,25.7,-0.892687,0.954925,1.9333,1.9333,3.8667,0.9,0.5,0.1333,5.4667,PF/C,0.0829019
4886,Alex Tyus,Florida,SEC,34,70.3,105.1,20.9,50.9,53.61,7.5,19.9,3.3,15.6,69,101,0.683,160,316,0.506,4,10,0.4,3.8,1.1,31.0,Jr,8-Jun,23,2.54833,110.638,2.2,2010,942,all,88.8,0.28303823,92.0,124.0,68.0,192.0,0.7419,0.3542,40.0,42.0,0.9524,,97.2727,92.9705,3.27003,187.012,0.743067,-0.229517,0.972584,2.55852,28.4118,2.06637,0.492144,1.9118,4.9706,6.8824,0.4412,0.5,1.0294,11.7941,PF/C,0.616955
4892,David Weaver,Wake Forest,ACC,31,31.7,101.9,10.9,53.3,56.26,5.8,10.4,3.1,24.3,17,25,0.68,28,51,0.549,3,10,0.3,4.5,1.1,41.0,Sr,11-Jun,44,0.384425,93.2546,6.0,2010,964,all,48.6,0.36841244,15.0,25.0,13.0,26.0,0.6,0.5,6.0,8.0,0.75,,98.5644,93.6658,1.44278,71.0301,2.80822,-0.394812,3.20303,1.40996,12.9677,-1.72706,3.13702,0.7097,1.3548,2.0645,0.2258,0.2581,0.5806,2.6452,PF/C,1.39445
4904,Shawn Atupem,Mount St. Mary's,NEC,31,68.6,93.7,23.3,51.1,50.84,6.1,7.9,12.7,19.6,47,100,0.47,143,279,0.513,0,1,0.0,1.6,1.8,35.7,Jr,7-Jun,10,0.993935,94.9495,4.3,2010,1002,all,,0.66669799,90.0,139.0,52.0,138.0,0.6475,0.3768,3.0,4.0,0.75,,96.9497,100.778,2.44816,138.443,-2.10673,-2.25161,0.14488,-2.15391,27.6452,-2.12055,-0.0333595,1.4839,1.9677,3.4516,1.4194,0.8387,0.4516,10.7419,PF/C,0.0691576
4911,Manny Adako,Northeastern,CAA,33,73.1,103.1,20.8,53.2,54.45,4.8,13.3,5.4,15.0,34,50,0.68,168,312,0.538,0,4,0.0,1.3,1.6,15.8,Sr,8-Jun,32,2.15613,105.753,3.2,2010,1019,all,,0.44684732,59.0,77.0,109.0,235.0,0.7662,0.4638,9.0,11.0,0.8182,,98.3432,95.8341,3.1123,155.889,-0.922126,-1.17327,0.251144,0.108423,29.5758,-0.205639,0.314062,1.0909,3.2424,4.3333,0.6364,0.7273,0.3636,11.2121,PF/C,0.265988
4912,Earnest Bridges,High Point,BSth,28,30.7,92.9,17.7,48.0,52.12,9.3,15.7,3.4,24.8,29,46,0.63,35,72,0.486,1,4,0.25,2.9,0.7,60.5,Jr,6-Jun,25,0.0712897,86.1796,6.5,2010,1022,all,,0.22223376,19.0,27.0,17.0,46.0,0.7037,0.3696,6.0,8.0,0.75,,104.537,111.108,0.655366,60.1596,-6.04823,-3.69295,-2.35528,-6.32723,12.3214,-4.4063,-1.92094,1.0714,1.6429,2.7143,0.2143,0.1429,0.3571,3.6429,PF/C,0.648439
4918,Ben Dowdell,Santa Clara,WCC,25,46.1,92.7,18.5,41.2,47.48,8.6,13.2,3.0,19.1,46,64,0.719,56,134,0.418,0,2,0.0,1.7,2.0,47.1,Jr,7-Jun,10,0.492842,91.15,5.9,2010,1051,all,,0.21875001,36.0,69.0,20.0,65.0,0.5217,0.3077,4.0,4.0,1.0,,105.66,103.636,1.69604,92.9228,-3.90545,-2.83703,-1.06841,-3.9852,21.48,-3.30534,-0.679857,1.6,2.32,3.92,0.28,0.72,0.32,6.32,PF/C,0.220646
4936,Asenso Ampim,Columbia,Ivy,21,37.8,88.2,25.2,43.8,47.0,13.2,17.5,9.0,22.5,36,62,0.581,56,128,0.438,0,0,0.0,2.4,3.4,48.4,Jr,6-Jun,0,0.435278,90.7323,4.7,2010,1083,all,,0.38463194,49.0,97.0,6.0,27.0,0.5052,0.2222,11.0,11.0,1.0,,96.2994,98.8465,1.93319,87.871,-2.02925,-3.25232,1.22307,-2.97938,20.1429,-2.69851,-0.280875,2.2857,2.7619,5.0476,0.7143,1.0952,0.381,7.0476,PF/C,0.0
4940,Craig Williams,Temple,A10,28,23.7,98.4,17.9,49.5,49.4,3.9,13.3,6.0,14.1,4,9,0.444,7,13,0.538,29,89,0.326,2.3,1.2,8.8,Jr,9-Jun,30,0.536557,97.5833,5.0,2010,1088,all,,0.76911481,2.0,5.0,5.0,8.0,0.4,0.625,0.0,0.0,,,91.7785,88.5125,1.55867,58.3278,2.86056,0.863754,1.9968,2.62222,11.9286,-0.0517593,2.67398,0.3929,1.3929,1.7857,0.3571,0.2143,0.25,3.75,PF/C,17.1922
